# Pathway	30-8B_Abundance
PWY-5097: L-lysine biosynthesis VI|g__Dorea.s__Dorea_longicatena	18.6275372305
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_wexlerae	14.9035302433
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.8238655695
PWY-5097: L-lysine biosynthesis VI|g__Eubacterium.s__Eubacterium_eligens	11.3681354617
PWY-5097: L-lysine biosynthesis VI|g__Dialister.s__Dialister_invisus	11.0615873228
PWY-5097: L-lysine biosynthesis VI|g__Anaerostipes.s__Anaerostipes_hadrus	8.7718683817
PANTO-PWY: phosphopantothenate biosynthesis I	542.7831636184
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	181.1576167793
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	147.6190429343
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	44.9827769940
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	26.0013050648
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	19.9391578878
PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	11.4448582961
PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	9.1025856187
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_torques	8.3396082432
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_wexlerae	5.7999727221
PANTO-PWY: phosphopantothenate biosynthesis I|g__Roseburia.s__Roseburia_faecis	5.5123284261
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.2870315230
PWY-5973: cis-vaccenate biosynthesis	542.5924733808
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	145.8684378618
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	46.4535511090
PWY-5973: cis-vaccenate biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12.0566465105
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Ruminococcus_torques	11.6501665768
PWY-5973: cis-vaccenate biosynthesis|g__Alistipes.s__Alistipes_finegoldii	8.5375079962
PWY-6124: inosine-5'-phosphate biosynthesis II	541.8588014004
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	143.7603162567
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	128.6916871000
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	38.5480573505
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	37.9869495840
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	24.4244483461
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17.2909587600
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Blautia_wexlerae	16.4390607702
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Blautia_sp	13.0578961571
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	10.3768991769
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Ruminococcus_torques	10.2164350512
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Dialister.s__Dialister_invisus	9.1449448660
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	2.5306561209
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	1.8015625849
PWY-2942: L-lysine biosynthesis III	533.7184012570
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	175.0032222154
PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena	16.1241224898
PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus	11.0964319353
PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	8.2486105025
PWY-5667: CDP-diacylglycerol biosynthesis I	532.4630475275
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	155.4931094265
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	109.5185619894
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	46.2600162069
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	19.3806310109
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dorea.s__Dorea_longicatena	15.2431423158
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_wexlerae	15.0727586856
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.3973775877
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dialister.s__Dialister_invisus	10.5593787342
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_sp	9.8489232819
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	7.9656614641
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	7.7694641292
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_obeum	7.3365340276
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Roseburia.s__Roseburia_faecis	6.2780707907
PWY0-1319: CDP-diacylglycerol biosynthesis II	532.4630475275
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	155.4931094265
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	109.5185619894
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	46.2600162069
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	19.3806310109
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_longicatena	15.2431423158
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_wexlerae	15.0727586856
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.3973775877
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dialister.s__Dialister_invisus	10.5593787342
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_sp	9.8489232819
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	7.9656614641
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	7.7694641292
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_obeum	7.3365340276
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Roseburia.s__Roseburia_faecis	6.2780707907
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	529.6646083707
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	168.0272844711
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	46.8456832240
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	18.5859075272
PWY-5103: L-isoleucine biosynthesis III	528.5716185835
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	152.4131024924
PWY-5103: L-isoleucine biosynthesis III|unclassified	51.5738510263
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	48.2022592980
PWY-5103: L-isoleucine biosynthesis III|g__Dorea.s__Dorea_longicatena	17.5538649300
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_torques	13.7394902228
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	13.5041398873
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	11.6113109433
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_wexlerae	9.8039461633
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_sp	8.7101175424
PWY-5103: L-isoleucine biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis	6.7566737709
PWY-5103: L-isoleucine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	5.8969534695
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Blautia_obeum	1.5895026790
PWY-7663: gondoate biosynthesis (anaerobic)	520.5738867852
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_uniformis	146.8860271347
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_vulgatus	51.8333005715
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_ovatus	45.9186442473
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17.3557773133
PWY-7663: gondoate biosynthesis (anaerobic)|g__Alistipes.s__Alistipes_finegoldii	8.4101458561
1CMET2-PWY: folate transformations III (E. coli)	515.2544119820
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	138.3718227757
1CMET2-PWY: folate transformations III (E. coli)|unclassified	27.9906731918
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.8752798767
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_ovatus	4.0456665080
ARO-PWY: chorismate biosynthesis I	507.8804132564
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	113.8469603186
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	45.7627600218
ARO-PWY: chorismate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	24.4185939137
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques	22.1482380005
ARO-PWY: chorismate biosynthesis I|unclassified	21.9649839221
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_obeum	18.7093866187
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	16.2155894322
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_longicatena	15.6673589191
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_sp	9.7190494602
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	8.7230491823
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_wexlerae	8.0366350202
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	7.1402828373
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_faecis	6.4691677158
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	504.7112601650
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	23.1786019925
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	22.2055893757
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_obeum	18.6965771538
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_sp	8.4110446307
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	8.0893994290
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	7.9240926805
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	6.9672948502
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	501.3942801092
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	46.0612137037
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	41.5259995188
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	38.8375202204
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	36.4845290044
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	24.8391066630
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	22.0770690355
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	19.6005302477
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.9924586441
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp	13.4946480637
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	12.4008225879
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Gemmiger.s__Gemmiger_formicilis	12.2183743112
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_hallii	12.0788750574
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	10.7482991589
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	10.5686977158
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_faecis	6.0165505339
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	5.6758809143
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	5.3628677028
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	500.7633930793
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_uniformis	162.9001505202
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_vulgatus	123.4001393033
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_ovatus	39.4791757595
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	17.9322131198
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	16.0409928502
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Anaerostipes.s__Anaerostipes_hadrus	7.7408510409
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Blautia.s__Blautia_wexlerae	7.4482347120
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Blautia.s__Ruminococcus_torques	1.2612692270
PWY-7237: myo-, chiro- and scyllo-inositol degradation	492.2327454043
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Bacteroides.s__Bacteroides_ovatus	91.0839908798
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Ruminococcus_torques	57.0462665280
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Dorea.s__Dorea_longicatena	22.4244879145
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_obeum	19.4676757968
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Eubacterium.s__Eubacterium_eligens	19.4238631127
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_wexlerae	18.7017402294
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18.4182101580
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Anaerostipes.s__Anaerostipes_hadrus	17.7067214120
PWY-7237: myo-, chiro- and scyllo-inositol degradation|unclassified	16.9112542678
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Blautia.s__Blautia_sp	10.3967068221
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Oscillibacter.s__Oscillibacter_sp_57_20	4.3204361590
PWY-7237: myo-, chiro- and scyllo-inositol degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	2.4997551238
PWY-6703: preQ0 biosynthesis	488.0256762643
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	175.0703035078
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	152.0129005013
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	57.6839560653
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	14.2750119930
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	11.9942566625
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	10.9853090896
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp	10.8990147503
PWY-6703: preQ0 biosynthesis|unclassified	8.4576063657
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	7.6465704077
PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	4.6037128644
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	487.6177651551
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	182.7304522254
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	51.9440322738
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	18.3274023395
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	11.9293963526
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	487.5087455704
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Dorea.s__Dorea_longicatena	15.3049319741
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Blautia.s__Ruminococcus_torques	13.9996768501
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Eubacterium.s__Eubacterium_eligens	9.9003489761
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Roseburia.s__Roseburia_faecis	6.9028728527
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.4896704745
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	482.3937280207
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_uniformis	152.3690066100
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_vulgatus	106.4523569323
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_ovatus	33.8458461695
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	27.3192172953
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.9570238622
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Dialister.s__Dialister_invisus	12.8845579176
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	11.2609950674
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Blautia_obeum	10.1551117224
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Blautia_wexlerae	6.2516628563
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Eubacterium.s__Eubacterium_eligens	6.0324385036
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Ruminococcus_torques	1.0690817725
PWY-5941: glycogen degradation II	481.6858591539
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	42.9541973705
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	31.5432280126
PWY-5941: glycogen degradation II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	29.8817256082
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	27.7929675300
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	20.0610107392
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	15.9191536237
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	13.1535365194
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	12.7505316100
PWY-5941: glycogen degradation II|unclassified	12.0918669271
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	12.0594863615
PWY-5941: glycogen degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	6.8384407457
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	479.4910350803
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_vulgatus	152.1392279053
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_uniformis	137.0938124938
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_ovatus	45.5602427501
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Blautia.s__Ruminococcus_torques	14.1621801374
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	12.0617185784
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Dorea.s__Dorea_longicatena	10.5079545825
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	9.3610754079
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Eubacterium.s__Eubacterium_hallii	7.6174541881
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Anaerostipes.s__Anaerostipes_hadrus	7.1006157181
THRESYN-PWY: superpathway of L-threonine biosynthesis	478.5132855423
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	95.8987237654
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	69.2452196499
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	34.3541412280
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Ruminococcus_torques	16.8958736698
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Blautia.s__Blautia_obeum	13.3538826415
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Dialister.s__Dialister_invisus	9.8718869435
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	474.1998122894
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	143.3159260036
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	105.9127412853
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	40.1337444356
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	24.0119892501
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Dorea.s__Dorea_longicatena	19.0490171683
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_wexlerae	17.8960640373
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	10.7513730838
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Ruminococcus_torques	10.7109938330
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Dialister.s__Dialister_invisus	7.5965624074
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	5.9502679728
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	5.1883983072
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_sp	5.0274751082
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_obeum	3.6621428362
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	470.0997289711
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	136.1415227882
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Blautia_obeum	17.5525163282
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena	15.6327180244
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus	10.6242103986
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	454.3376628099
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_uniformis	148.6099458217
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_vulgatus	104.9683739965
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_ovatus	33.1319690702
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified	24.0808320185
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_obeum	16.2525762293
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	13.4882313030
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dialister.s__Dialister_invisus	12.5117951212
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dorea.s__Dorea_longicatena	11.3522256249
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	9.3394582011
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_sp	8.2298988041
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_wexlerae	7.9210428473
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Eubacterium.s__Eubacterium_eligens	6.8238803716
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.7449684931
