# Pathway	29-7A_Abundance
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Asaccharobacter.s__Asaccharobacter_celatus	1.6873429052
PWY-6151: S-adenosyl-L-methionine salvage I	1064.0486379384
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_uniformis	351.7913010190
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_vulgatus	333.6678357447
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	65.1145585696
PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Ruminococcus_torques	37.0209942501
PWY-6151: S-adenosyl-L-methionine salvage I|g__Dorea.s__Dorea_longicatena	32.5785406436
PWY-6151: S-adenosyl-L-methionine salvage I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	17.3552823100
PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Blautia_wexlerae	15.6550701456
PWY-6151: S-adenosyl-L-methionine salvage I|g__Eubacterium.s__Eubacterium_eligens	15.4376842458
PWY-6151: S-adenosyl-L-methionine salvage I|g__Odoribacter.s__Odoribacter_splanchnicus	6.0732735944
PWY-6151: S-adenosyl-L-methionine salvage I|g__Anaerostipes.s__Anaerostipes_hadrus	5.2519973449
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.2178926286
1CMET2-PWY: folate transformations III (E. coli)	1058.4037277276
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	378.5942019889
1CMET2-PWY: folate transformations III (E. coli)|unclassified	116.4036840379
1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Ruminococcus_torques	18.7086907744
PWY-5667: CDP-diacylglycerol biosynthesis I	1034.2780212763
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	291.2765747866
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	269.3306072072
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	95.4793974649
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	64.7937056921
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	22.1744675400
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dorea.s__Dorea_longicatena	15.1836103600
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dialister.s__Dialister_invisus	12.0396892550
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Ruminococcus_torques	11.6422251626
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_sp	10.0027443120
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	8.8151844180
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_wexlerae	8.5654253101
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_obeum	7.9513696106
PWY0-1319: CDP-diacylglycerol biosynthesis II	1034.2780212763
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	291.2765747866
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	269.3306072072
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	95.4793974649
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	64.7937056921
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	22.1744675400
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_longicatena	15.1836103600
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dialister.s__Dialister_invisus	12.0396892550
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_torques	11.6422251626
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_sp	10.0027443120
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	8.8151844180
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_wexlerae	8.5654253101
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_obeum	7.9513696106
VALSYN-PWY: L-valine biosynthesis	1032.8573009038
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	266.0155326538
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	237.9051156882
VALSYN-PWY: L-valine biosynthesis|unclassified	95.1179232731
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	92.5424364132
VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	37.2230485865
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Ruminococcus_torques	35.7159119510
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_longicatena	20.1583363593
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_sp	20.1549905620
VALSYN-PWY: L-valine biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	17.7506464075
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_obeum	16.0503588291
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_eligens	13.3408620642
VALSYN-PWY: L-valine biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	12.5411142033
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_wexlerae	9.9505138571
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_hallii	9.1472004138
VALSYN-PWY: L-valine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	5.2922627500
VALSYN-PWY: L-valine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	4.7086528915
VALSYN-PWY: L-valine biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	4.6614636983
VALSYN-PWY: L-valine biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	3.3769163628
VALSYN-PWY: L-valine biosynthesis|g__Hungatella.s__Hungatella_hathewayi	2.0648613805
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_faecis	2.0245350044
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.8071406420
HISTSYN-PWY: L-histidine biosynthesis	1026.2500498902
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	361.7213170579
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	291.4307513600
HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	74.3243477295
HISTSYN-PWY: L-histidine biosynthesis|unclassified	46.6059739115
HISTSYN-PWY: L-histidine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	35.0644258726
HISTSYN-PWY: L-histidine biosynthesis|g__Blautia.s__Ruminococcus_torques	21.8504467067
HISTSYN-PWY: L-histidine biosynthesis|g__Blautia.s__Blautia_sp	9.2013578940
PWY-2942: L-lysine biosynthesis III	1025.1782754996
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	302.2736521762
PWY-2942: L-lysine biosynthesis III|unclassified	80.6934947648
PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena	18.9121352976
PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus	14.5137490395
PWY-6703: preQ0 biosynthesis	1022.1948645643
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	373.9139190719
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	291.4573025028
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	99.2715305935
PWY-6703: preQ0 biosynthesis|unclassified	71.0884822127
PWY-6703: preQ0 biosynthesis|g__Dialister.s__Dialister_invisus	27.4343988021
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Blautia_sp	20.5863520171
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens	12.3717335013
PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_hallii	10.1162793698
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Ruminococcus_torques	5.6584233506
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1019.9243430353
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	373.1764461561
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	70.8595856383
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	1013.3620973340
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_vulgatus	355.3004006008
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_uniformis	268.7220567862
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	113.9222229608
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Bacteroides.s__Bacteroides_ovatus	70.2885409462
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Blautia.s__Ruminococcus_torques	28.5241427186
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Dorea.s__Dorea_longicatena	10.1691300136
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|g__Ruminococcus.s__Ruminococcus_bicirculans	8.1644004386
PANTO-PWY: phosphopantothenate biosynthesis I	994.5770215451
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	298.9229217547
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	297.3803498556
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	145.2563737228
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	73.6568235148
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_torques	24.1986416721
PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	10.7063878200
PANTO-PWY: phosphopantothenate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	9.2731931619
PANTO-PWY: phosphopantothenate biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	6.3436435322
PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	5.8584326752
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	5.3217266276
PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_wexlerae	4.0369768063
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	3.6208352810
PWY-5097: L-lysine biosynthesis VI	985.4378477568
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_vulgatus	302.2840680001
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis	295.8757349109
PWY-5097: L-lysine biosynthesis VI|unclassified	115.5353416230
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_ovatus	64.4087292655
PWY-5097: L-lysine biosynthesis VI|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	18.1347540313
PWY-5097: L-lysine biosynthesis VI|g__Dorea.s__Dorea_longicatena	17.4223245816
PWY-5097: L-lysine biosynthesis VI|g__Dialister.s__Dialister_invisus	15.0715453125
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_obeum	13.8090790730
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Ruminococcus_torques	12.5133202608
PWY-5097: L-lysine biosynthesis VI|g__Eubacterium.s__Eubacterium_eligens	8.8996120094
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_wexlerae	8.4523143923
PWY-5097: L-lysine biosynthesis VI|g__Asaccharobacter.s__Asaccharobacter_celatus	2.0581706040
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	982.0934890185
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_uniformis	279.3350562743
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_vulgatus	272.4779081940
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	96.8371574608
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_ovatus	65.6554890326
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Blautia.s__Ruminococcus_torques	18.4285921523
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Dorea.s__Dorea_longicatena	11.9056718008
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Odoribacter.s__Odoribacter_splanchnicus	8.5434769547
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Blautia.s__Blautia_wexlerae	4.3071897593
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	980.4540756977
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_uniformis	265.0546075846
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_vulgatus	253.1013135178
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	77.3928320407
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bacteroides.s__Bacteroides_ovatus	62.0817793538
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	29.0103488791
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Ruminococcus_torques	19.1837311564
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Dialister.s__Dialister_invisus	12.9739448515
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Gemmiger.s__Gemmiger_formicilis	12.9370619844
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Dorea.s__Dorea_longicatena	8.9506385181
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Odoribacter.s__Odoribacter_splanchnicus	7.5151166645
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Blautia_obeum	7.4992232038
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Bilophila.s__Bilophila_wadsworthia	4.2731482915
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Blautia.s__Blautia_wexlerae	3.0826313681
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	975.1590849620
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	283.4547949096
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	276.8347010098
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	118.0702273486
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	64.9828664033
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	37.8334516980
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Ruminococcus_torques	25.2402700464
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Dorea.s__Dorea_longicatena	19.1168585044
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Dialister.s__Dialister_invisus	18.5393183957
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_wexlerae	11.3690144362
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_sp	6.4071901654
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Blautia_obeum	5.8590761488
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	5.3609617409
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	3.9919115661
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	961.5221498609
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	77.7801213076
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	40.7385930355
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_obeum	14.8266641850
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_sp	14.6304371066
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	9.6970239868
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	6.4668912534
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	4.0505779901
ARO-PWY: chorismate biosynthesis I	956.0996934001
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	311.2014562801
ARO-PWY: chorismate biosynthesis I|unclassified	73.4203415813
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	62.8884728603
ARO-PWY: chorismate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	43.9012598393
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques	40.0082633359
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_obeum	17.3641946344
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_sp	16.0517066479
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_longicatena	10.6173503993
ARO-PWY: chorismate biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	9.4476736885
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	6.3341020336
ARO-PWY: chorismate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	5.3129980238
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_wexlerae	3.8169655398
ARO-PWY: chorismate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	3.3463658172
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	951.8273306114
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	279.2086173682
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	103.4787582547
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	91.6605588313
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	33.9069880865
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_sp	19.3982109255
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	13.8983957605
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	10.8006344551
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	10.7861802409
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_obeum	6.8061987728
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	6.7604730365
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	4.8332300884
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	946.2195126287
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	460.9532439629
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	81.9645546210
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Dialister.s__Dialister_invisus	17.0064745986
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	942.2421265074
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_uniformis	249.7284960265
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_vulgatus	243.2154094866
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified	214.4826638509
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bacteroides.s__Bacteroides_ovatus	63.1708090030
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	32.0302170712
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Ruminococcus_torques	19.8403125979
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dialister.s__Dialister_invisus	12.8126362953
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Dorea.s__Dorea_longicatena	11.8633620578
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Gemmiger.s__Gemmiger_formicilis	11.2857266573
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_sp	11.1593272872
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_obeum	9.0300737063
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Ruminococcus.s__Ruminococcus_bicirculans	8.9607402519
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Eubacterium.s__Eubacterium_eligens	8.2815433527
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Odoribacter.s__Odoribacter_splanchnicus	7.6697791468
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.3761352470
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Bilophila.s__Bilophila_wadsworthia	5.0744974490
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Blautia.s__Blautia_wexlerae	4.0906931387
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.0030145950
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56	3.7938387748
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	942.2421265074
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Bacteroides.s__Bacteroides_uniformis	249.7284960265
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Bacteroides.s__Bacteroides_vulgatus	243.2154094866
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|unclassified	68.8566919702
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Bacteroides.s__Bacteroides_ovatus	63.1708090030
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	25.1695545676
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Blautia.s__Ruminococcus_torques	16.9406781316
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Dialister.s__Dialister_invisus	12.5783904956
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Gemmiger.s__Gemmiger_formicilis	11.2857266573
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Dorea.s__Dorea_longicatena	9.5968595369
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Blautia.s__Blautia_obeum	9.0300737063
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Ruminococcus.s__Ruminococcus_bicirculans	8.9607402519
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Odoribacter.s__Odoribacter_splanchnicus	7.6697791468
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.3761352470
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Bilophila.s__Bilophila_wadsworthia	4.1901778207
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Blautia.s__Blautia_wexlerae	3.4171210342
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	931.5229974821
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	364.7080766394
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	329.4703851561
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Dialister.s__Dialister_invisus	13.7383207455
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	8.3610371993
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	923.7290710490
PWY-7238: sucrose biosynthesis II	910.3896458172
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	291.7607077743
PWY-7238: sucrose biosynthesis II|unclassified	89.9577918421
PWY-7238: sucrose biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	58.9303605271
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Ruminococcus_torques	52.0085782510
PWY-7238: sucrose biosynthesis II|g__Dorea.s__Dorea_longicatena	39.5824546828
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_obeum	37.3194726715
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	18.2905131179
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_wexlerae	16.8139178329
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	16.5495820813
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_sp	15.8104838637
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	14.9717737428
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_bicirculans	10.3058684113
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	6.8382774618
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	907.5036473307
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis	263.7603563793
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	93.5981951494
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_ovatus	91.8582214099
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Ruminococcus_torques	34.8543438093
