# Pathway	33-6-2_Abundance
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	34.6131409241
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	33.9032866178
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	33.1267918174
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	30.0783892370
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	28.9230967247
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	11.2672385425
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	10.6979535766
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	3.8078942286
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	2.5103463471
NONMEVIPP-PWY: methylerythritol phosphate pathway I	1425.6306001824
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Blautia.s__Ruminococcus_torques	169.5954037951
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	153.5604224224
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_uniformis	131.4414558987
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Dorea.s__Dorea_longicatena	106.8211757691
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Blautia.s__Blautia_obeum	74.9173820022
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Gemmiger.s__Gemmiger_formicilis	64.0302567636
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Anaerostipes.s__Anaerostipes_hadrus	52.1465160607
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Blautia.s__Blautia_wexlerae	35.3897503098
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Ruminococcus.s__Ruminococcus_bicirculans	35.1044871196
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	33.3565057193
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_ovatus	28.9066990069
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_vulgatus	20.5794347139
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Asaccharobacter.s__Asaccharobacter_celatus	15.4970267002
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Roseburia.s__Roseburia_sp_CAG_182	9.7951852009
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Roseburia.s__Roseburia_faecis	8.0830190502
PWY-6609: adenine and adenosine salvage III	1397.4022127746
PWY-6609: adenine and adenosine salvage III|unclassified	170.3954351583
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Ruminococcus_torques	157.4639501898
PWY-6609: adenine and adenosine salvage III|g__Dialister.s__Dialister_invisus	104.5716564402
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_uniformis	99.7454438464
PWY-6609: adenine and adenosine salvage III|g__Dorea.s__Dorea_longicatena	82.4039086550
PWY-6609: adenine and adenosine salvage III|g__Gemmiger.s__Gemmiger_formicilis	75.0527014981
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_sp	70.3529937498
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_vulgatus	48.0403353425
PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_hadrus	46.7948487325
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	46.1642810613
PWY-6609: adenine and adenosine salvage III|g__Ruminococcus.s__Ruminococcus_bicirculans	41.8073207840
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	34.1951100962
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_wexlerae	25.0098855527
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_obeum	19.0066207299
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_ovatus	16.6126510050
PWY-6609: adenine and adenosine salvage III|g__Lachnoclostridium.s__Clostridium_clostridioforme	16.4466257546
PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_finegoldii	15.9449333276
PWY-6609: adenine and adenosine salvage III|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	14.7299666865
PWY-6609: adenine and adenosine salvage III|g__Eggerthella.s__Eggerthella_lenta	12.7831661500
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_faecis	11.6274710019
PWY-6609: adenine and adenosine salvage III|g__Asaccharobacter.s__Asaccharobacter_celatus	8.6776094857
PWY-6609: adenine and adenosine salvage III|g__Roseburia.s__Roseburia_sp_CAG_182	8.1394040366
PWY-6609: adenine and adenosine salvage III|g__Intestinibacter.s__Intestinibacter_bartlettii	7.1720315269
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_sp_CAG_52	6.4806491914
PWY-6609: adenine and adenosine salvage III|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.4118101161
PWY-6609: adenine and adenosine salvage III|g__Oscillibacter.s__Oscillibacter_sp_57_20	5.1158283911
PWY-6609: adenine and adenosine salvage III|g__Erysipelatoclostridium.s__Clostridium_innocuum	4.6358013214
PWY-6609: adenine and adenosine salvage III|g__Hungatella.s__Hungatella_hathewayi	4.4022479973
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	1396.1233103193
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	218.9914885133
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_obeum	160.1825617290
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	159.1611477426
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Ruminococcus_torques	152.3002794200
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Dorea.s__Dorea_longicatena	85.7756757695
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	83.1788555919
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	75.9708669755
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	60.1707339270
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_wexlerae	56.9661200405
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eubacterium.s__Eubacterium_hallii	50.0055628346
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_finegoldii	46.5407634169
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	44.9562371313
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	39.5054780284
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	20.7447824793
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Roseburia.s__Roseburia_sp_CAG_182	15.3671879260
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eggerthella.s__Eggerthella_lenta	14.3413648159
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	13.1798209463
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_sp	9.2519365022
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	6.1816774359
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	4.7907636127
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.0382043817
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Clostridium.s__Clostridium_sp_CAG_58	3.6193633024
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	1.7192175703
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Hungatella.s__Hungatella_hathewayi	1.4576669755
PWY-5097: L-lysine biosynthesis VI	1391.5866279331
PWY-5097: L-lysine biosynthesis VI|unclassified	231.3273824171
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_uniformis	125.9409060359
PWY-5097: L-lysine biosynthesis VI|g__Dorea.s__Dorea_longicatena	108.0782415667
PWY-5097: L-lysine biosynthesis VI|g__Dialister.s__Dialister_invisus	102.0921490741
PWY-5097: L-lysine biosynthesis VI|g__Gemmiger.s__Gemmiger_formicilis	68.5651534206
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Ruminococcus_torques	64.1031748493
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_obeum	60.0267793310
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_wexlerae	51.4315397405
PWY-5097: L-lysine biosynthesis VI|g__Anaerostipes.s__Anaerostipes_hadrus	48.4590707422
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_ovatus	29.9853747019
PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_vulgatus	25.7295391959
PWY-5097: L-lysine biosynthesis VI|g__Eubacterium.s__Eubacterium_hallii	25.2022514366
PWY-5097: L-lysine biosynthesis VI|g__Asaccharobacter.s__Asaccharobacter_celatus	18.0828147156
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Blautia_sp_CAG_52	11.8069122178
PWY-5097: L-lysine biosynthesis VI|g__Lachnoclostridium.s__Clostridium_clostridioforme	7.9451747105
PWY-5097: L-lysine biosynthesis VI|g__Hungatella.s__Hungatella_hathewayi	5.8344473538
PWY-5097: L-lysine biosynthesis VI|g__Blautia.s__Ruminococcus_gnavus	4.2938832828
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	1376.2815420615
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	179.2720035526
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	174.7247018943
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_obeum	110.7300705140
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_sp	102.6713201650
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	60.1103857041
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	32.5428276296
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Dorea.s__Dorea_longicatena	24.9992123929
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	13.2877312299
PWY0-1296: purine ribonucleosides degradation	1372.3757845106
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques	164.8876689474
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_obeum	122.6455193964
PWY0-1296: purine ribonucleosides degradation|g__Dorea.s__Dorea_longicatena	102.1523853847
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp	75.8566908995
PWY0-1296: purine ribonucleosides degradation|g__Gemmiger.s__Gemmiger_formicilis	70.2012172140
PWY0-1296: purine ribonucleosides degradation|unclassified	44.6437770040
PWY0-1296: purine ribonucleosides degradation|g__Anaerostipes.s__Anaerostipes_hadrus	41.6902250295
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_wexlerae	25.3525623321
PWY0-1296: purine ribonucleosides degradation|g__Hungatella.s__Hungatella_hathewayi	9.6226187367
PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Blautia_sp_CAG_52	9.4635188662
PWY0-1296: purine ribonucleosides degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	8.5991510936
PWY0-1296: purine ribonucleosides degradation|g__Eubacterium.s__Eubacterium_eligens	8.5907618357
PWY0-1296: purine ribonucleosides degradation|g__Roseburia.s__Roseburia_sp_CAG_182	8.4189915093
PWY0-1296: purine ribonucleosides degradation|g__Roseburia.s__Roseburia_faecis	8.1047241756
PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	6.7197550027
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	1371.5833226296
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	206.6657958756
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Ruminococcus_torques	167.3027149043
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Dorea.s__Dorea_longicatena	122.5466465191
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_sp	104.2181820011
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_uniformis	99.8344179060
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Anaerostipes.s__Anaerostipes_hadrus	67.8105592276
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_ovatus	39.2033730415
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Ruminococcus.s__Ruminococcus_bicirculans	35.4960472772
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_wexlerae	34.2469549764
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_obeum	33.2998889266
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_vulgatus	28.0091361598
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eggerthella.s__Eggerthella_lenta	17.0042920976
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_sp_CAG_52	8.0488930016
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.8242923820
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Hungatella.s__Hungatella_hathewayi	3.4473997830
CALVIN-PWY: Calvin-Benson-Bassham cycle	1364.0883518374
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	232.2213349999
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	100.9619690242
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp	94.0116909965
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	76.1143709519
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	57.3977080301
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnoclostridium.s__Clostridium_clostridioforme	25.6854613924
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Hungatella.s__Hungatella_hathewayi	11.1122389598
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	5.2622160804
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	1350.5886130686
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_torques	188.9775008107
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	171.2597438650
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_sp	124.4804102601
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_obeum	109.5644977849
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_uniformis	100.8783416196
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_longicatena	63.0811049873
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerostipes.s__Anaerostipes_hadrus	60.0623311387
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_hallii	46.6821768896
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_wexlerae	42.5506846861
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	40.5445154276
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_vulgatus	34.2184872141
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	32.6181331294
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcus.s__Ruminococcus_bicirculans	27.4013681672
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_ovatus	27.3100807100
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eggerthella.s__Eggerthella_lenta	22.5649098567
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_sp_CAG_52	13.7947703443
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	13.7221504879
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Asaccharobacter.s__Asaccharobacter_celatus	12.5255206706
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_sp_CAG_182	12.0378649913
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Hungatella.s__Hungatella_hathewayi	7.2784109858
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_clostridioforme	5.6873714704
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	5.4344701926
1CMET2-PWY: folate transformations III (E. coli)	1346.6979524806
1CMET2-PWY: folate transformations III (E. coli)|unclassified	174.5024583365
1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Ruminococcus_torques	110.5471664394
1CMET2-PWY: folate transformations III (E. coli)|g__Anaerostipes.s__Anaerostipes_hadrus	44.6198218630
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	29.6706907618
1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Blautia_obeum	8.5973608296
PWY-5667: CDP-diacylglycerol biosynthesis I	1317.6866933869
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified	123.3066911764
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dialister.s__Dialister_invisus	120.9447298141
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_sp	115.9328182764
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	96.9748177037
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dorea.s__Dorea_longicatena	81.6214230339
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_obeum	75.4127778530
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	53.1274232969
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Ruminococcus_torques	51.7022210239
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Blautia_wexlerae	47.3954674121
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	37.4617165649
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	22.4970260375
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	12.7650598615
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.5024906147
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	3.8559963489
PWY0-1319: CDP-diacylglycerol biosynthesis II	1317.6866933869
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	123.3066911764
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dialister.s__Dialister_invisus	120.9447298141
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_sp	115.9328182764
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	96.9748177037
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_longicatena	81.6214230339
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_obeum	75.4127778530
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	53.1274232969
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_torques	51.7022210239
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Blautia_wexlerae	47.3954674121
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	37.4617165649
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	22.4970260375
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	12.7650598615
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.5024906147
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	3.8559963489
ARO-PWY: chorismate biosynthesis I	1295.9172176491
ARO-PWY: chorismate biosynthesis I|unclassified	168.0556439300
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Ruminococcus_torques	167.7203725083
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_obeum	104.3079852775
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_sp	103.4558963300
ARO-PWY: chorismate biosynthesis I|g__Dorea.s__Dorea_longicatena	76.1874218364
ARO-PWY: chorismate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	59.8202361585
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	31.5488685142
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_wexlerae	30.6106665477
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	24.3913680589
ARO-PWY: chorismate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	22.4417314589
ARO-PWY: chorismate biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	13.2657451333
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_sp_CAG_52	13.0694831464
ARO-PWY: chorismate biosynthesis I|g__Roseburia.s__Roseburia_sp_CAG_182	10.1673712397
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.7231640933
ARO-PWY: chorismate biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	2.7132991273
PWY-5695: inosine 5'-phosphate degradation	1271.4235284099
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Ruminococcus_torques	185.8117603488
PWY-5695: inosine 5'-phosphate degradation|g__Dialister.s__Dialister_invisus	113.0036531434
PWY-5695: inosine 5'-phosphate degradation|unclassified	104.5792721962
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_uniformis	100.2186090000
PWY-5695: inosine 5'-phosphate degradation|g__Dorea.s__Dorea_longicatena	79.1710328900
PWY-5695: inosine 5'-phosphate degradation|g__Anaerostipes.s__Anaerostipes_hadrus	53.7164568109
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	41.4547397452
PWY-5695: inosine 5'-phosphate degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	41.1349084612
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_ovatus	39.4143967755
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Blautia_wexlerae	27.0653893595
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Blautia_obeum	11.1491296966
PWY-5695: inosine 5'-phosphate degradation|g__Intestinibacter.s__Intestinibacter_bartlettii	6.8840943843
PWY-5695: inosine 5'-phosphate degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	6.6717077749
PWY-5695: inosine 5'-phosphate degradation|g__Hungatella.s__Hungatella_hathewayi	4.7781370696
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	1268.0397905457
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	216.1350934758
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus	104.1415914543
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dorea.s__Dorea_longicatena	96.9203155345
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Ruminococcus_torques	79.2364270351
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Blautia.s__Blautia_obeum	60.2464557343
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	59.5154038311
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	45.2782518656
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	23.5883407118
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Asaccharobacter.s__Asaccharobacter_celatus	8.7771662313
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	5.4573827340
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	4.6316239311
PWY-2942: L-lysine biosynthesis III	1247.4949341358
PWY-2942: L-lysine biosynthesis III|unclassified	195.9471802770
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	123.1224282395
PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus	101.5309912264
PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena	98.2989502626
PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	46.4130976929
PWY-2942: L-lysine biosynthesis III|g__Blautia.s__Ruminococcus_torques	23.9598950425
PWY-2942: L-lysine biosynthesis III|g__Eubacterium.s__Eubacterium_hallii	18.9607574374
