species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Eubacterium_maltosivorans,1.0,,,3.0,,2.0,,5.0,,1.0,1.0,,5.0,,2.0,,1.0,38.0,3.0,3.0,3.0,5.0,6.0,,212.0,15.0,,,,4.0,,,2.0,,,1.0,
Eubacterium_sp._MSJ-33,,1.0,112.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,16.0,1.0,28.0,,,1.0,,85.0,,39.0,,,,1.0,1.0
Eubacterium_ventriosum,46.0,23.0,,165.0,,2.0,,38.0,,26.0,30.0,22.0,64.0,6.0,40.0,5.0,46.0,87.0,1.0,11.0,,1.0,260.0,25.0,9686.0,4.0,,,,,4.0,19.0,20.0,,,109.0,3.0
Ezakiella_coagulans,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,12.0,,,,,,,,,,,
Facklamia_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,
Faecalibacillus_intestinalis,1.0,,63.0,2887.0,,,,,,182.0,,,,,,,,,,,,,5575.0,1.0,2451.0,1.0,,,,52.0,30.0,57.0,,,,2547.0,1.0
Faecalibacterium_duncaniae,1201.0,606.0,,3611.0,,,,921.0,,6051.0,2434.0,1295.0,1423.0,935.0,1227.0,69.0,863.0,5318.0,732.0,1592.0,455.0,35.0,14825.0,333.0,2533.0,,,,,7.0,167.0,,192.0,,160.0,3725.0,1849.0
Faecalibacterium_prausnitzii,5341.0,8365.0,17.0,36520.0,11.0,44.0,49.0,33572.0,807.0,17504.0,9737.0,6912.0,6275.0,4708.0,4745.0,325.0,4570.0,17593.0,1098.0,11030.0,31.0,1085.0,44546.0,3200.0,71751.0,35.0,45.0,82.0,,23.0,1261.0,52.0,2055.0,31.0,79.0,40044.0,15519.0
Faecalibacterium_sp._I2-3-92,1140.0,296.0,49.0,443.0,,,,,,2376.0,1348.0,902.0,961.0,716.0,642.0,69.0,784.0,4838.0,176.0,1470.0,,,6473.0,232.0,3044.0,,,14.0,,13.0,14.0,,189.0,,,3773.0,199.0
Faecalibacterium_sp._I3-3-33,36.0,4.0,,31.0,,,,34.0,,34.0,71.0,17.0,40.0,8.0,46.0,,24.0,126.0,,51.0,,,46.0,7.0,287.0,,,5.0,,,,,6.0,,,130.0,23.0
Faecalibacterium_sp._I3-3-89,470.0,185.0,,139.0,,5.0,,699.0,7.0,662.0,931.0,602.0,649.0,357.0,481.0,31.0,492.0,3602.0,349.0,1156.0,,149.0,1239.0,265.0,346.0,,,2.0,,,,,109.0,,19.0,648.0,49.0
Faecalibacterium_sp._I4-1-79,587.0,272.0,,650.0,,,,,,1161.0,415.0,360.0,360.0,267.0,384.0,39.0,100.0,734.0,163.0,79.0,5.0,,299.0,186.0,990.0,,,,,,5.0,,44.0,,,362.0,234.0
Faecalibacterium_sp._I4-3-84,1641.0,480.0,,5991.0,,,2.0,480.0,39.0,1104.0,2546.0,1468.0,1858.0,1223.0,835.0,50.0,952.0,6153.0,181.0,2391.0,50.0,219.0,3616.0,513.0,1227.0,,95.0,17.0,,,286.0,,350.0,,88.0,1530.0,1010.0
Faecalibacterium_sp._IP-1-18,179.0,93.0,34.0,15034.0,11.0,,4.0,17255.0,18.0,1864.0,594.0,548.0,719.0,207.0,,,70.0,2756.0,131.0,971.0,16.0,,2395.0,90.0,6391.0,38.0,,,4.0,90.0,474.0,21.0,,,,959.0,344.0
Faecalibacterium_sp._IP-3-29,1090.0,322.0,22.0,623.0,5.0,34.0,,247.0,84.0,1704.0,1122.0,1022.0,705.0,489.0,581.0,60.0,436.0,91.0,191.0,741.0,6.0,,6359.0,308.0,3344.0,,,,,6.0,13.0,,174.0,,119.0,1016.0,4847.0
Faecalibacterium_taiwanense,13778.0,3088.0,,19220.0,,,,12946.0,3.0,9704.0,15590.0,11663.0,14758.0,7076.0,7451.0,333.0,7194.0,18911.0,1936.0,9175.0,31.0,135.0,10173.0,4368.0,5449.0,,,29.0,,,795.0,,2058.0,,,5334.0,8059.0
Faecalibacterium_wellingii,102.0,72.0,,296.0,,14.0,,68.0,7.0,383.0,224.0,124.0,149.0,44.0,137.0,6.0,92.0,756.0,33.0,165.0,3.0,,216.0,64.0,394.0,,,,,,20.0,,20.0,,76.0,353.0,326.0
Fannyhessea_vaginae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Fenollaria_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Filifactor_alocis,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finegoldia_magna,,1.0,2.0,,1.0,9.0,87.0,,7.0,,,,,,6.0,4.0,,,,,,8.0,,1.0,,1083.0,,8.0,,1.0,4.0,52.0,,,1.0,3.0,
Flavonifractor_plautii,3677.0,2136.0,8361.0,3019.0,1874.0,7355.0,3001.0,8754.0,25106.0,4422.0,998.0,565.0,3700.0,439.0,423.0,80.0,3521.0,6598.0,1553.0,2845.0,1320.0,3840.0,3376.0,954.0,1053.0,750.0,,21780.0,2253.0,17076.0,268.0,2175.0,1000.0,7.0,1040.0,345.0,1805.0
Flintibacter_sp._KGMB00164,,,,,,,1.0,1502.0,,,,,,,,,,,,,2.0,,339.0,,43.0,,,6.0,,1.0,,,,,,,1.0
Fructilactobacillus_sanfranciscensis,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Fusobacterium_animalis,,,38091.0,,,,,,,,,,,,,,,,,,42.0,,,1.0,,,,,,24841.0,,28790.0,,,8913.0,,
Fusobacterium_nucleatum,,,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.0,,513.0,,,770.0,,
Fusobacterium_polymorphum,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
Fusobacterium_vincentii,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardnerella_swidsinskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,16.0,,
Gardnerella_vaginalis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Gemella_haemolysans,,,,,,,,,,13.0,,,,,,,,,,,1.0,,1.0,,,15.0,,,,,,,,,,4.0,
Gemella_morbillorum,3.0,,,,,,,2.0,,,,3.0,1.0,,,,,2.0,5.0,,,,2.0,1.0,,,,,,,,,,,,,1.0
Gemella_sanguinis,,,,,,2.0,,22.0,54.0,30.0,2.0,,,,,,,6.0,2.0,,,2.0,3.0,,,48.0,,,,,,,,,,12.0,
Gordonia_bronchialis,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Gordonia_polyisoprenivorans,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonibacter_pamelaeae,503.0,1076.0,,749.0,1.0,4.0,142.0,86.0,,752.0,340.0,116.0,951.0,65.0,657.0,242.0,658.0,287.0,799.0,174.0,5.0,,834.0,338.0,1979.0,117.0,,,,,4.0,,415.0,,,9.0,881.0
Gordonibacter_urolithinfaciens,13.0,18.0,,31.0,,,,38.0,,175.0,3.0,,16.0,,,,6.0,12.0,19.0,2.0,571.0,,67.0,9.0,168.0,1546.0,,,,,,,12.0,,,1.0,600.0
Granulicatella_adiacens,4.0,,1.0,1.0,,2.0,3.0,15.0,,4.0,8.0,3.0,1.0,1.0,9.0,,1.0,2.0,5.0,1.0,2.0,2.0,2.0,,1.0,64.0,,,,2.0,5.0,1.0,1.0,,3.0,22.0,3.0
Haemophilus_parainfluenzae,,,,,,,,17.0,43.0,16.0,1.0,,,,,,,42.0,7.0,,78.0,2.0,186.0,,91.0,17.0,,,,,,,,,1.0,19.0,3.0
Homo_sapiens,399.0,201.0,671.0,53728.0,170.0,826.0,829.0,70.0,824.0,963.0,332.0,315.0,173.0,1086.0,1822.0,40.0,305.0,102.0,363.0,1401.0,266.0,715.0,697.0,937.0,109.0,103.0,432.0,23391.0,95.0,32966.0,881641.0,355.0,67.0,74210.0,4701.0,207.0,18.0
Hoylesella_buccalis,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,91.0,,
Hungatella_hathewayi,141.0,391.0,4280.0,1616.0,5.0,10.0,,374.0,3028.0,130.0,327.0,160.0,2742.0,43.0,158.0,37.0,266.0,579.0,179.0,1505.0,31.0,1397.0,87.0,159.0,214.0,205.0,1.0,185.0,2.0,3031.0,272.0,1487.0,125.0,2.0,854.0,133.0,480.0
Intestinibacillus_sp._NTUH-41-i26,,,,176.0,,,,421.0,,1057.0,,,,,,,1.0,,,,3.0,271.0,63.0,,177.0,,,4.0,,,12.0,,,,,134.0,559.0
Intestinibacter_bartlettii,825.0,2325.0,2.0,6.0,1431.0,116.0,1812.0,16918.0,1.0,42.0,775.0,354.0,947.0,172.0,566.0,180.0,953.0,2937.0,1122.0,442.0,5626.0,2123.0,110.0,403.0,953.0,71.0,2570.0,1411.0,,,,,519.0,,2566.0,84.0,25.0
Intestinibaculum_porci,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,18.0,,,,,,,,,,,,
Intestinimonas_butyriciproducens,44.0,34.0,5.0,1086.0,159.0,113.0,30.0,355.0,6.0,223.0,229.0,213.0,47.0,100.0,447.0,73.0,40.0,93.0,22.0,21.0,29.0,267.0,150.0,9.0,178.0,2.0,,1819.0,2.0,7.0,144.0,4.0,27.0,1.0,,188.0,343.0
Jahgtovirus_gastrointestinalis,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,
Jahgtovirus_intestinihominis,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
Jeotgalibaca_arthritidis,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,
Jonquetella_anthropi,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Kahnovirus_copri,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,
Kehishuvirus_primarius,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
Kehishuvirus_splanchnicus,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
Kingevirus_communis,,,,3010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,
Klebsiella_aerogenes,,,,,,,8.0,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,
Klebsiella_grimontii,,,,,,,,,,,,,,,,,,,,,2199.0,,,,,,,,,,,,,,,,
Klebsiella_michiganensis,,,2186.0,,,,,,,,,,,125.0,246.0,,,,,,,,154.0,,,315.0,,,1680.0,97.0,,210.0,,,,,
Klebsiella_oxytoca,,,2979.0,368.0,,,8.0,,,,9.0,,,,16.0,,,,,,,,18.0,,7.0,,,,520137.0,487.0,3.0,936.0,,,209.0,,
Klebsiella_pneumoniae,,,209271.0,429.0,,,,2151.0,,,,,7484.0,,,,168.0,,,,925055.0,,,,,,6027.0,,42480.0,16673.0,,22442.0,,,,236.0,
Klebsiella_quasipneumoniae,,,34.0,,,,,,,,,,,,,,,,,,5083.0,,,,,,,,,19.0,,34.0,,,,,
Klebsiella_variicola,,,548.0,287.0,,,,,,,,,,,,,,,,,,,378.0,,,,,,759.0,,,,,,,,
Kluyvera_ascorbata,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kluyvera_cryocrescens,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,
Kocuria_rhizophila,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,
Kolpuevirus_coli,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,
Kolpuevirus_hominis,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
Komagataeibacter_oboediens,17.0,18.0,,,1.0,4.0,,6.0,,1.0,22.0,17.0,62.0,6.0,17.0,14.0,27.0,21.0,20.0,21.0,,,3.0,1.0,8.0,1.0,,11.0,,,,,18.0,,2.0,13.0,17.0
Kosakonia_cowanii,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,
Kosakonia_oryzendophytica,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Lachnoanaerobaculum_gingivalis,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
Lachnoclostridium_phocaeense,198.0,202.0,1.0,145.0,28.0,24.0,46.0,1.0,14.0,14.0,17.0,1.0,240.0,1.0,10.0,16.0,221.0,116.0,116.0,170.0,10.0,1.0,,74.0,164.0,2.0,,53.0,,,9.0,,98.0,1.0,1.0,11.0,7.0
Lachnospira_eligens,4906.0,2869.0,,766.0,,4.0,2.0,15.0,2.0,129.0,3391.0,1783.0,6734.0,1893.0,2995.0,183.0,3660.0,2286.0,592.0,7220.0,7.0,9.0,5049.0,1984.0,10838.0,,,44.0,,1.0,17.0,23.0,1477.0,,22.0,1001.0,75.0
Lacrimispora_saccharolytica,,,,,,,,,3.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
Lacticaseibacillus_paracasei,41.0,215.0,94.0,5.0,18373.0,42367.0,1657.0,6.0,11.0,27.0,,,6.0,11.0,130.0,19.0,660.0,,4281.0,29.0,1345.0,775.0,1112.0,14.0,24.0,2172.0,4.0,,,127.0,,14.0,,,5.0,511.0,
Lacticaseibacillus_rhamnosus,28.0,,215.0,1.0,7135.0,32048.0,4165.0,14.0,,3.0,,,5.0,5.0,29.0,,198.0,,4225.0,7.0,13345.0,278.0,5.0,1.0,1.0,10807.0,46.0,842.0,3.0,292.0,,9.0,,,63.0,,
Lacticaseibacillus_zeae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
Lactiplantibacillus_argentoratensis,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,
Lactiplantibacillus_plantarum,3.0,47.0,331.0,7.0,12.0,,28.0,,4.0,,,,,,3.0,4.0,3.0,3.0,14.0,122.0,262.0,1.0,,,4.0,,45.0,,,295.0,,12.0,2.0,,2.0,35.0,
Lactobacillus_acidophilus,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,
Lactobacillus_amylovorus,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,
Lactobacillus_crispatus,,,31.0,,,,,17.0,,,,,,,,,,,,,,,,,200.0,633.0,,,,33.0,,3.0,,,,3.0,
Lactobacillus_delbrueckii,,3.0,1.0,,,,2.0,,1.0,,2.0,,,,,,39.0,,,,11411.0,,,,,5.0,,,,97.0,,169.0,,,,,
Lactobacillus_gasseri,,,984.0,,,,,,,,,,,,,,,,,,37.0,,,,107.0,3209.0,3.0,,,5212.0,,274.0,,,215.0,,
Lactobacillus_helveticus,,,,,,2.0,,,20.0,,,,,,,,,,,,395.0,,,,,50.0,,,,,,,,,7.0,,
Lactobacillus_isalae,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,
Lactobacillus_johnsonii,,,3.0,,,,,,,,,,,,,,,,,1.0,147035.0,,,,,,,,,3.0,,,,,,,
Lactobacillus_paragasseri,,,55.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,435.0,,,,,,,
Lactobacillus_phage_phiPYB5,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,
Lactobacillus_sp._JM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,
Lactobacillus_taiwanensis,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,
Lactobacillus_ultunensis,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
Lactococcus_carnosus,,,,,,,,,,,4.0,,1.0,,,9.0,,,,,,32.0,,,,,,,,,,,,,,,
Lactococcus_cremoris,30.0,117.0,55.0,44.0,,5.0,,,87.0,239.0,140.0,111.0,328.0,37.0,177.0,49.0,293.0,738.0,130.0,49.0,26.0,49.0,183.0,86.0,33.0,301.0,47.0,13.0,587.0,6.0,,,65.0,,4639.0,100.0,33.0
Lactococcus_garvieae,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,
Lactococcus_lactis,26.0,435.0,13028.0,106.0,99.0,68.0,776.0,,130.0,,793.0,148.0,142.0,,112.0,93.0,170.0,259.0,76.0,18.0,8459.0,123.0,175.0,65.0,74.0,192.0,114.0,4.0,1948.0,292.0,4.0,3.0,148.0,,16913.0,63.0,
Lactococcus_paracarnosus,,,,,,,,,,,,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
Lactococcus_petauri,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,
Lactococcus_piscium,,,,,,,,,,,,,4.0,,,,,,,,,32.0,,,,,,,,,,,,,,,
Lactococcus_raffinolactis,,,,,,,,,,,2.0,,,,,,,9.0,,,39.0,7.0,,,,20.0,,,,,,,,,,,1.0
Lactococcus_sp.,91.0,126.0,262.0,,,,,,,,,,147.0,,,,67.0,,,49.0,1173.0,,,,76.0,,,,,,,,,,1971.0,,
Lactococcus_sp._NH2-7C,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,
Lactococcus_taiwanensis,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,
Lancefieldella_parvula,,,10.0,,,,1.0,2.0,,1.0,,,,2.0,,,1.0,1.0,2.0,,37.0,1.0,,,5.0,8.0,,,,5.0,,3.0,,,2.0,,1.0
Lancefieldella_sp._Marseille-Q7238,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Lapidilactobacillus_dextrinicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,22.0,,,,,
Latilactobacillus_curvatus,4.0,151.0,,,19.0,5.0,4.0,,,182.0,2.0,3.0,,,10.0,59.0,36.0,,,,,,6.0,,,,,,,,,,226.0,,,16.0,
Latilactobacillus_fuchuensis,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Latilactobacillus_sakei,,6.0,,,,,,,2.0,4.0,16.0,4.0,,,,65.0,,,,1.0,,1.0,,65.0,,,,3.0,,,,,20.0,,,3.0,
Lawsonella_clevelandensis,,,,,,3.0,32.0,1.0,,,,,,,,,,,,1.0,,,,,,26.0,,,,,,,,,,,
Lawsonibacter_asaccharolyticus,3262.0,3153.0,,4628.0,,,,1500.0,14.0,2648.0,2064.0,1157.0,4690.0,453.0,725.0,229.0,3436.0,7.0,,844.0,24.0,2135.0,923.0,1982.0,2464.0,34.0,,6.0,,2.0,398.0,,1139.0,3.0,,2825.0,1580.0
Leclercia_adecarboxylata,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,
Leclercia_pneumoniae,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
Lelliottia_sp._WB101,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
Lentilactobacillus_parabuchneri,,,,,145.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
Leuconostoc_carnosum,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,5.0,,,,,,2.0,,,,
Leuconostoc_citreum,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,
Leuconostoc_gasicomitatum,3.0,36.0,,,,,,,,,7.0,,,,,20.0,11.0,,,7.0,,36.0,,,,,,1.0,,,,,7.0,,,,
Leuconostoc_gelidum,1.0,,,,,,,,3.0,,2.0,,,,2.0,1.0,,1.0,,,,1.0,2.0,,,,30.0,,,,,,,,,1.0,
Leuconostoc_kimchii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,
Leuconostoc_mesenteroides,4.0,39.0,,3.0,,,,,,47.0,,,,3.0,35.0,17.0,143.0,14.0,24.0,5.0,,106.0,6.0,,,6.0,196.0,,,,,,37.0,,6.0,,
Leuconostoc_pseudomesenteroides,,,,,,,,,,,,1.0,,,,,,,,,,,122.0,,,,,,,,,,,,,,
Leuconostoc_suionicum,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligilactobacillus_animalis,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligilactobacillus_murinus,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,4.0,,,1.0,,,,,1.0,,,,,46.0
Ligilactobacillus_ruminis,,5.0,,4309.0,,,,,18.0,1.0,2.0,,2.0,2.0,7.0,,7.0,1.0,,,3.0,,1.0,,,1.0,,,,2.0,45.0,1.0,,,7.0,,17.0
Ligilactobacillus_saerimneri,,,3.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,1.0,,,,,,,
Ligilactobacillus_salivarius,,,4887.0,,1.0,4.0,,,,,,,,,,,,,,,2.0,,,,249.0,,,3.0,,9239.0,,554.0,,,304.0,,
Limosilactobacillus_fermentum,34.0,13.0,11667.0,,70.0,10.0,3.0,,1.0,,5.0,2.0,11.0,18.0,45.0,2.0,,400.0,83.0,232.0,38069.0,,,6.0,1026.0,,37.0,,,5734.0,,213.0,2.0,,222.0,,
Limosilactobacillus_gastricus,,,28.0,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,30.0,,1.0,,,1.0,,
Limosilactobacillus_mucosae,,,,,,,,,,,,,,,,,,,,,1059.0,,,,,,,,,2.0,,,,,,,
Limosilactobacillus_oris,,,149.0,,,,,6.0,,,,,,,,,,,,,,,,,29.0,,,,,323.0,,26.0,,,23.0,,
Limosilactobacillus_panis,,,,,,,,,,,,,,,,,,7.0,,8.0,,,,,,,,,,,,,,,,,
Limosilactobacillus_portuensis,,,248.0,,,,,3.0,,,,,,,,,,,,,,,,,8.0,,,,,370.0,,71.0,,,200.0,,
Limosilactobacillus_vaginalis,,,3.0,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,18.0,,,,,8.0,,
Loigolactobacillus_backii,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loigolactobacillus_coryniformis,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
Longicatena_caecimuris,,,,5122.0,236.0,448.0,,2065.0,3.0,,6.0,,1.0,,3.0,,1.0,9.0,1.0,6.0,,24430.0,2.0,,26.0,3271.0,,1.0,,1.0,189.0,4.0,3.0,3.0,6.0,464.0,
Lughvirus_lugh,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,120.0,,,,,,,,,,,3.0,6.0
Macrococcoides_caseolyticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Mageeibacillus_indolicus,,1.0,,12.0,,,,,,1.0,,,,,1.0,,,,,,,,7.0,2.0,,,,,,4.0,,,,,,,
Maliibacterium_massiliense,,5.0,,160.0,9.0,18.0,4.0,7.0,,,8.0,6.0,21.0,6.0,16.0,1.0,11.0,1.0,,,36.0,62.0,8.0,,42.0,1.0,,3.0,,,7.0,,4.0,,,87.0,38.0
Marinobacter_similis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Marvinbryantia_formatexigens,,,6.0,1.0,,1.0,,,2.0,3.0,,,1.0,,,,1.0,,,,1.0,3048.0,1.0,,3.0,,,1.0,,19.0,,2.0,,,,,1.0
Massilistercora_timonensis,32.0,58.0,,1012.0,8.0,17.0,2.0,23.0,,52.0,20.0,13.0,33.0,2.0,49.0,4.0,61.0,53.0,4.0,21.0,145.0,66.0,273.0,9.0,704.0,1.0,,66.0,4.0,1.0,194.0,21.0,45.0,,21.0,99.0,610.0
Mediterraneibacter_gnavus,1534.0,1580.0,28810.0,1167.0,339.0,535.0,426.0,434.0,62900.0,2228.0,1606.0,725.0,5040.0,459.0,3959.0,825.0,1463.0,1869.0,1370.0,293.0,133858.0,13410.0,9069.0,602.0,328.0,2587.0,,5410.0,57.0,6523.0,27.0,3891.0,505.0,,2360.0,1938.0,1271.0
Megamonas_funiformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
Megasphaera_elsdenii,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Megasphaera_massiliensis,,,,,,,,,487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,
Methanobrevibacter_smithii,,,1.0,12813.0,,4.0,,,,,,,,,,,,,,,,7.0,6934.0,,21206.0,,,,,,855.0,,,16.0,,960.0,18447.0
Methanobrevibacter_sp._TLL-48-HuF1,,,,146.0,,,,,,,,,,,,,,,,,,,493.0,,151.0,,,,,,6.0,,,,,10486.0,641.0
Methanosphaera_stadtmanae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.0,
Methylomagnum_ishizawai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
Microbacterium_sp._BDGP8,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
Micrococcus_luteus,,,,15.0,,,,20.0,8.0,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,
Micrococcus_sp._KBS0714,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,
Mobiluncus_massiliensis,,,,27.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Mogibacterium_diversum,16.0,35.0,,,,,,26.0,5.0,13.0,3.0,,1.0,3.0,10.0,9.0,6.0,44.0,55.0,11.0,,279.0,126.0,4.0,9.0,767.0,,6.0,,,,,2.0,,,32.0,9.0
Mogibacterium_neglectum,,,,,,,,2.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,2.0,
Mogibacterium_pumilum,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
Monoglobus_pectinilyticus,40.0,11.0,,44.0,227.0,423.0,,1351.0,,1.0,1581.0,473.0,581.0,340.0,2288.0,241.0,16.0,19.0,21.0,2.0,,4.0,1.0,9.0,4.0,2488.0,,5769.0,,,7.0,,3.0,,,11.0,
Mooglevirus_Sf14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,
Morganella_morganii,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3128.0,,
Muribaculum_gordoncarteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Muribaculum_intestinale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,91.0
