species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Eubacterium_ventriosum,43.0,23.0,,159.0,,2.0,,38.0,,23.0,30.0,23.0,64.0,6.0,39.0,5.0,45.0,85.0,1.0,8.0,,1.0,243.0,25.0,9397.0,4.0,,,,,2.0,19.0,20.0,,,103.0,3.0
Ezakiella_coagulans,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,10.0,,,,,,,,,,,
Facklamia_hominis,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,
Faecalibacillus_intestinalis,,,61.0,2837.0,,,,,,179.0,,,,,,,,,,,,,5381.0,1.0,2384.0,1.0,,,,49.0,30.0,57.0,,,,2472.0,1.0
Faecalibacterium_duncaniae,1197.0,589.0,,3522.0,,,,846.0,,5907.0,2365.0,1176.0,1375.0,942.0,1215.0,70.0,841.0,5209.0,736.0,1511.0,447.0,35.0,14119.0,334.0,2428.0,,,,,7.0,139.0,,191.0,,160.0,3438.0,1832.0
Faecalibacterium_prausnitzii,5269.0,8251.0,17.0,35824.0,11.0,48.0,48.0,32688.0,793.0,17227.0,9497.0,6840.0,6186.0,4592.0,4568.0,316.0,4431.0,17369.0,1103.0,10865.0,28.0,1064.0,42721.0,3134.0,69483.0,35.0,45.0,82.0,,22.0,1221.0,52.0,2042.0,26.0,53.0,38831.0,15219.0
Faecalibacterium_sp._I2-3-92,1104.0,296.0,49.0,445.0,,,,,,2325.0,1332.0,922.0,964.0,647.0,620.0,69.0,761.0,4717.0,179.0,1320.0,,,6285.0,232.0,2917.0,,,14.0,,13.0,14.0,,189.0,,,3716.0,200.0
Faecalibacterium_sp._I3-3-33,36.0,4.0,,31.0,,,,34.0,,35.0,72.0,17.0,40.0,8.0,46.0,,24.0,105.0,,44.0,,,38.0,7.0,282.0,,,5.0,,,,,6.0,,,125.0,23.0
Faecalibacterium_sp._I3-3-89,464.0,181.0,,136.0,,6.0,,706.0,7.0,645.0,911.0,587.0,646.0,341.0,465.0,28.0,480.0,3565.0,344.0,1141.0,,146.0,1213.0,265.0,324.0,,,2.0,,,,,104.0,,18.0,604.0,44.0
Faecalibacterium_sp._I4-1-79,585.0,272.0,,641.0,,,,,,1130.0,398.0,367.0,361.0,258.0,377.0,39.0,100.0,724.0,166.0,70.0,5.0,,277.0,186.0,946.0,,,,,,5.0,,44.0,,,355.0,219.0
Faecalibacterium_sp._I4-3-84,1635.0,480.0,,5872.0,,,2.0,485.0,39.0,1020.0,2413.0,1471.0,1841.0,1204.0,823.0,51.0,956.0,6072.0,126.0,2308.0,49.0,215.0,3527.0,513.0,1158.0,,93.0,17.0,,,287.0,,329.0,,88.0,1479.0,996.0
Faecalibacterium_sp._IP-1-18,178.0,93.0,34.0,14651.0,11.0,,3.0,16144.0,18.0,1867.0,502.0,449.0,721.0,209.0,,,71.0,2771.0,132.0,890.0,16.0,,2186.0,90.0,6103.0,37.0,,,4.0,88.0,440.0,21.0,,,,965.0,346.0
Faecalibacterium_sp._IP-3-29,1086.0,322.0,22.0,576.0,4.0,37.0,,250.0,81.0,1655.0,1071.0,1045.0,680.0,459.0,586.0,61.0,413.0,92.0,193.0,777.0,6.0,,6284.0,308.0,3164.0,,,,,6.0,13.0,,174.0,,119.0,950.0,4805.0
Faecalibacterium_taiwanense,13501.0,3049.0,,18843.0,,,,12975.0,3.0,9451.0,15019.0,11126.0,14503.0,6855.0,7237.0,304.0,7096.0,18712.0,1910.0,9005.0,30.0,134.0,9848.0,4292.0,5242.0,,,28.0,,,775.0,,2022.0,,,5188.0,7767.0
Faecalibacterium_wellingii,102.0,72.0,,296.0,,,,69.0,7.0,363.0,199.0,111.0,149.0,44.0,128.0,6.0,93.0,741.0,34.0,166.0,3.0,,216.0,64.0,376.0,,,,,,19.0,,20.0,,76.0,355.0,317.0
Fannyhessea_vaginae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Fenollaria_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Filifactor_alocis,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finegoldia_magna,,1.0,2.0,,1.0,9.0,86.0,,5.0,,,,,,6.0,4.0,,,,,,7.0,,1.0,,1061.0,,9.0,,1.0,4.0,50.0,,,1.0,3.0,
Flavonifractor_plautii,3605.0,2098.0,8231.0,2941.0,1818.0,7136.0,2923.0,8524.0,24614.0,4333.0,957.0,545.0,3623.0,422.0,421.0,75.0,3415.0,6460.0,1535.0,2776.0,1296.0,3741.0,3224.0,934.0,1015.0,727.0,,21362.0,2194.0,16538.0,258.0,2141.0,980.0,6.0,1000.0,337.0,1755.0
Flintibacter_sp._KGMB00164,,,,,,,1.0,1459.0,,,,,,,,,,,,,2.0,,315.0,,43.0,,,6.0,,1.0,,,,,,,1.0
Fructilactobacillus_sanfranciscensis,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Fusobacterium_animalis,,,37518.0,,,,,,,,,,,,,,,,,,40.0,,,2.0,,,,,,24254.0,,28014.0,,,8640.0,,
Fusobacterium_nucleatum,,,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.0,,449.0,,,720.0,,
Fusobacterium_polymorphum,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,
Fusobacterium_vincentii,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardnerella_swidsinskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,15.0,,
Gardnerella_vaginalis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Gemella_haemolysans,,,,,,,,,,13.0,,,,,,,,,,,1.0,,,,,15.0,,,,,,,,,,4.0,
Gemella_morbillorum,3.0,,,,,,,2.0,,,,3.0,1.0,,,,,2.0,5.0,,,,2.0,1.0,,,,,,,,,,,,,1.0
Gemella_sanguinis,,,,,,2.0,,22.0,53.0,31.0,2.0,,,,,,,6.0,2.0,,,2.0,3.0,,,48.0,,,,,,,,,,11.0,
Gordonia_bronchialis,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Gordonia_polyisoprenivorans,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonibacter_pamelaeae,484.0,1060.0,,731.0,1.0,3.0,141.0,85.0,,728.0,328.0,116.0,928.0,65.0,639.0,236.0,639.0,284.0,784.0,171.0,5.0,,807.0,331.0,1915.0,114.0,,,,,4.0,,402.0,,,9.0,870.0
Gordonibacter_urolithinfaciens,13.0,16.0,,31.0,,,,38.0,,173.0,3.0,,14.0,,,,6.0,12.0,17.0,,557.0,,62.0,9.0,160.0,1517.0,,,,,,,12.0,,,1.0,595.0
Granulicatella_adiacens,4.0,,1.0,1.0,,2.0,3.0,15.0,,4.0,8.0,3.0,1.0,1.0,6.0,,1.0,2.0,5.0,1.0,2.0,2.0,2.0,,1.0,64.0,,,,2.0,4.0,1.0,1.0,,2.0,22.0,3.0
Haemophilus_parainfluenzae,,,,,,,,17.0,43.0,13.0,1.0,,,,,,,42.0,7.0,,75.0,2.0,174.0,,89.0,17.0,,,,,,,,,1.0,18.0,3.0
Homo_sapiens,,,,111.0,11.0,,,,6.0,,,47.0,21.0,,25.0,,,,31.0,51.0,,,,,6.0,,,270.0,,42.0,486.0,,32.0,24.0,2.0,,9.0
Hoylesella_buccalis,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,89.0,,
Hungatella_hathewayi,136.0,383.0,4226.0,1589.0,5.0,10.0,,356.0,2960.0,129.0,315.0,156.0,2691.0,42.0,155.0,37.0,257.0,572.0,179.0,1474.0,30.0,1370.0,85.0,154.0,207.0,204.0,1.0,179.0,1.0,2938.0,260.0,1452.0,125.0,,813.0,129.0,474.0
Intestinibacillus_sp._NTUH-41-i26,,,,170.0,,,,406.0,,1037.0,,,,,,,1.0,,,,3.0,269.0,62.0,,167.0,,,4.0,,,12.0,,,,,130.0,548.0
Intestinibacter_bartlettii,823.0,2285.0,2.0,6.0,1410.0,110.0,1762.0,16366.0,1.0,42.0,751.0,335.0,930.0,197.0,599.0,172.0,930.0,2873.0,1110.0,473.0,5500.0,2094.0,108.0,458.0,937.0,71.0,2444.0,1508.0,,,,,505.0,,2509.0,83.0,23.0
Intestinibaculum_porci,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,16.0,,,,,,,,,,,,
Intestinimonas_butyriciproducens,43.0,34.0,5.0,1069.0,152.0,108.0,30.0,342.0,6.0,216.0,217.0,207.0,47.0,97.0,434.0,70.0,39.0,93.0,22.0,21.0,28.0,265.0,142.0,9.0,172.0,1.0,,1777.0,2.0,7.0,137.0,4.0,27.0,1.0,,184.0,338.0
Jahgtovirus_gastrointestinalis,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,
Jahgtovirus_intestinihominis,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
Jeotgalibaca_arthritidis,,,,,,,,,,,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,
Jonquetella_anthropi,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Kahnovirus_copri,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,
Kehishuvirus_primarius,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
Kehishuvirus_splanchnicus,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
Kingevirus_communis,,,,2924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,
Klebsiella_aerogenes,,,,,,,8.0,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,
Klebsiella_grimontii,,,,,,,,,,,,,,,,,,,,,2059.0,,,,,,,,,,,,,,,,
Klebsiella_michiganensis,,,2206.0,,,,,,,,,,,132.0,247.0,,,,,,,,149.0,,,307.0,,,1687.0,99.0,,210.0,,,,,
Klebsiella_oxytoca,,,2987.0,371.0,,,8.0,,,,11.0,,,,16.0,,,,,,,,18.0,,7.0,,,,511844.0,479.0,3.0,928.0,,,202.0,,
Klebsiella_pneumoniae,,,206866.0,431.0,,,,2087.0,,,,,7335.0,,,,164.0,,,,902590.0,,,,,,5905.0,,41275.0,16060.0,,22159.0,,,,230.0,
Klebsiella_quasipneumoniae,,,34.0,,,,,,,,,,,,,,,,,,4971.0,,,,,,,,,20.0,,34.0,,,,,
Klebsiella_variicola,,,553.0,289.0,,,,,,,,,,,,,,,,,,,365.0,,,,,,762.0,,,,,,,,
Kluyvera_ascorbata,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kluyvera_cryocrescens,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,
Kocuria_rhizophila,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
Kolpuevirus_coli,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,
Kolpuevirus_hominis,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
Komagataeibacter_oboediens,17.0,19.0,,,1.0,4.0,,6.0,,1.0,21.0,18.0,60.0,12.0,23.0,12.0,25.0,21.0,21.0,27.0,,,3.0,2.0,4.0,1.0,,16.0,,,,,17.0,,2.0,9.0,14.0
Kosakonia_cowanii,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,
Kosakonia_oryzendophytica,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Lachnoanaerobaculum_gingivalis,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
Lachnoclostridium_phocaeense,191.0,197.0,1.0,142.0,26.0,24.0,46.0,1.0,12.0,14.0,17.0,1.0,235.0,1.0,9.0,16.0,220.0,113.0,113.0,168.0,10.0,1.0,,74.0,151.0,2.0,,53.0,,,7.0,,97.0,1.0,1.0,11.0,7.0
Lachnospira_eligens,4824.0,2826.0,,736.0,,3.0,2.0,15.0,2.0,127.0,3277.0,1698.0,6636.0,1832.0,2923.0,176.0,3586.0,2265.0,587.0,7039.0,7.0,9.0,4857.0,1953.0,10580.0,,,40.0,,1.0,16.0,23.0,1455.0,,22.0,978.0,75.0
Lacrimispora_saccharolytica,,,,,,,,,3.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
Lacticaseibacillus_paracasei,42.0,214.0,94.0,5.0,17762.0,41090.0,1629.0,6.0,11.0,25.0,,,6.0,12.0,133.0,18.0,638.0,,4253.0,31.0,1318.0,774.0,1073.0,16.0,23.0,2133.0,5.0,,,126.0,,15.0,,,5.0,491.0,
Lacticaseibacillus_rhamnosus,26.0,,212.0,1.0,6889.0,30900.0,4080.0,14.0,,3.0,,,4.0,5.0,29.0,,195.0,,4165.0,7.0,12955.0,275.0,5.0,1.0,1.0,10517.0,47.0,830.0,3.0,282.0,,9.0,,,61.0,,
Lactiplantibacillus_argentoratensis,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,
Lactiplantibacillus_plantarum,3.0,46.0,327.0,7.0,12.0,,28.0,,4.0,,,,,,3.0,4.0,3.0,3.0,14.0,120.0,260.0,1.0,,,4.0,,46.0,,,286.0,,9.0,2.0,,2.0,35.0,
Lactobacillus_acidophilus,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,
Lactobacillus_amylovorus,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,
Lactobacillus_crispatus,,,31.0,,,,,17.0,,,,,,,,,,,,,,,,,194.0,621.0,,,,33.0,,3.0,,,,3.0,
Lactobacillus_delbrueckii,,3.0,1.0,,,,2.0,,1.0,,2.0,,,,,,35.0,,,,11123.0,,,,,5.0,,,,96.0,,166.0,,,,,
Lactobacillus_gasseri,,,975.0,,,,,,,,,,,,,,,,,,,,,,106.0,3151.0,3.0,,,5087.0,,271.0,,,212.0,,
Lactobacillus_helveticus,,,,,,2.0,,,19.0,,,,,,,,,,,,383.0,,,,,49.0,,,,,,,,,7.0,,
Lactobacillus_isalae,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,
Lactobacillus_johnsonii,,,3.0,,,,,,,,,,,,,,,,,1.0,143882.0,,,,,,,,,3.0,,,,,,,
Lactobacillus_paragasseri,,,56.0,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,404.0,,,,,,,
Lactobacillus_phage_phiPYB5,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,
Lactobacillus_sp._JM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,
Lactobacillus_taiwanensis,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,
Lactobacillus_ultunensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
Lactococcus_carnosus,,,,,,,,,,,4.0,,1.0,,,8.0,,,,,,33.0,,,,,,,,,,,,,,,
Lactococcus_cremoris,30.0,115.0,55.0,44.0,,5.0,,,86.0,237.0,128.0,102.0,323.0,36.0,175.0,49.0,291.0,728.0,129.0,50.0,26.0,50.0,179.0,88.0,33.0,302.0,46.0,13.0,579.0,6.0,,,63.0,,4456.0,100.0,33.0
Lactococcus_garvieae,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,
Lactococcus_lactis,26.0,427.0,12828.0,106.0,97.0,62.0,749.0,,122.0,,768.0,140.0,141.0,,105.0,93.0,162.0,256.0,75.0,20.0,8210.0,118.0,168.0,63.0,74.0,189.0,107.0,4.0,1916.0,282.0,3.0,3.0,146.0,,16261.0,57.0,
Lactococcus_paracarnosus,,,,,,,,,,,,,,,10.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
Lactococcus_petauri,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,
Lactococcus_piscium,,,,,,,,,,,,,4.0,,,,,,,,,33.0,,,,,,,,,,,,,,,
Lactococcus_raffinolactis,,,,,,,,,,,2.0,,,,,,,9.0,,,39.0,7.0,,,,20.0,,,,,,,,,,,1.0
Lactococcus_sp.,90.0,124.0,262.0,,,,,,,,,,146.0,,,,67.0,,,50.0,1171.0,,,,75.0,,,,,,,,,,1972.0,,
Lactococcus_sp._NH2-7C,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,
Lactococcus_taiwanensis,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,
Lancefieldella_parvula,,,10.0,,,,1.0,2.0,,1.0,,,,2.0,,,1.0,1.0,2.0,,37.0,1.0,,,5.0,8.0,,,,5.0,,3.0,,,2.0,,1.0
Lancefieldella_sp._Marseille-Q7238,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Lapidilactobacillus_dextrinicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,21.0,,,,,
Latilactobacillus_curvatus,2.0,147.0,,,19.0,5.0,4.0,,,173.0,2.0,3.0,,,8.0,59.0,35.0,,,,,,6.0,,,,,,,,,,220.0,,,16.0,
Latilactobacillus_fuchuensis,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
Latilactobacillus_sakei,,6.0,,,,,,,2.0,4.0,16.0,4.0,,,,59.0,,,,1.0,,1.0,,63.0,,,,3.0,,,,,18.0,,,3.0,
Lawsonella_clevelandensis,,,,,,3.0,29.0,1.0,,,,,,,,,,,,1.0,,,,,,23.0,,,,,,,,,,,
Lawsonibacter_asaccharolyticus,3193.0,3103.0,,4550.0,,,,1446.0,13.0,2599.0,1994.0,1113.0,4606.0,434.0,707.0,215.0,3358.0,7.0,,819.0,22.0,2083.0,886.0,1947.0,2356.0,34.0,,6.0,,1.0,378.0,,1115.0,3.0,,2719.0,1554.0
Leclercia_adecarboxylata,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,
Leclercia_pneumoniae,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
Lelliottia_sp._WB101,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,
Lentilactobacillus_parabuchneri,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
Leuconostoc_carnosum,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,2.0,,,,
Leuconostoc_citreum,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,
Leuconostoc_gasicomitatum,3.0,36.0,,,,,,,,,5.0,,,,,20.0,10.0,,,7.0,,35.0,,,,,,4.0,,,,,7.0,,,,
Leuconostoc_gelidum,1.0,,,,,,,,3.0,,2.0,,,,2.0,1.0,,1.0,,,,1.0,2.0,,,,25.0,,,,,,,,,1.0,
Leuconostoc_kimchii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
Leuconostoc_mesenteroides,4.0,39.0,,3.0,,,,,,45.0,,,,3.0,34.0,17.0,139.0,14.0,23.0,5.0,,104.0,6.0,,,5.0,190.0,,,,,,36.0,,6.0,,
Leuconostoc_pseudomesenteroides,,,,,,,,,,,,1.0,,,,,,,,,,,119.0,,,,,,,,,,,,,,
Leuconostoc_suionicum,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligilactobacillus_animalis,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligilactobacillus_murinus,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,2.0,,,1.0,,,,,1.0,,,,,46.0
Ligilactobacillus_ruminis,,5.0,,4192.0,,,,,16.0,1.0,2.0,,2.0,2.0,5.0,,5.0,1.0,,,3.0,,1.0,,,1.0,,,,2.0,42.0,1.0,,,7.0,,15.0
Ligilactobacillus_saerimneri,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,1.0,,,,,,,
Ligilactobacillus_salivarius,,,4850.0,,1.0,4.0,,,,,,,,,,,,,,,2.0,,,,241.0,,,4.0,,9332.0,,540.0,,,300.0,,
Limosilactobacillus_fermentum,33.0,13.0,11571.0,,67.0,8.0,3.0,,1.0,,5.0,2.0,11.0,25.0,50.0,2.0,,389.0,82.0,265.0,37076.0,,,8.0,987.0,,33.0,,,5655.0,,211.0,2.0,,207.0,,
Limosilactobacillus_gastricus,,,27.0,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,29.0,,1.0,,,1.0,,
Limosilactobacillus_mucosae,,,,,,,,,,,,,,,,,,,,,1033.0,,,,,,,,,2.0,,,,,,,
Limosilactobacillus_oris,,,149.0,,,,,6.0,,,,,,,,,,,,,,,,,27.0,,,,,304.0,,27.0,,,23.0,,
Limosilactobacillus_panis,,,,,,,,,,,,,,,,,,7.0,,8.0,,,,,,,,,,,,,,,,,
Limosilactobacillus_portuensis,,,244.0,,,,,3.0,,,,,,,,,,,,,,,,,8.0,,,,,360.0,,68.0,,,197.0,,
Limosilactobacillus_vaginalis,,,3.0,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,18.0,,,,,8.0,,
Loigolactobacillus_backii,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loigolactobacillus_coryniformis,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
Longicatena_caecimuris,,,,4956.0,230.0,431.0,,1991.0,3.0,,4.0,,1.0,,3.0,,1.0,9.0,1.0,6.0,,23986.0,2.0,,26.0,3205.0,,1.0,,1.0,183.0,2.0,3.0,3.0,6.0,448.0,
Lughvirus_lugh,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,117.0,,,,,,,,,,,3.0,6.0
Macrococcoides_caseolyticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Mageeibacillus_indolicus,,1.0,,12.0,,,,,,1.0,,,,,1.0,,,,,,,,7.0,2.0,,,,,,4.0,,,,,,,
Maliibacterium_massiliense,,5.0,,158.0,9.0,18.0,4.0,7.0,,,8.0,6.0,21.0,6.0,15.0,1.0,11.0,1.0,,,36.0,61.0,6.0,,40.0,1.0,,3.0,,,7.0,,4.0,,,84.0,37.0
Marinobacter_similis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Marvinbryantia_formatexigens,,,6.0,1.0,,1.0,,,2.0,3.0,,,1.0,,,,1.0,,,,1.0,3005.0,1.0,,3.0,,,1.0,,18.0,,2.0,,,,,1.0
Massilistercora_timonensis,30.0,58.0,,994.0,8.0,17.0,2.0,23.0,,52.0,16.0,13.0,33.0,2.0,45.0,4.0,59.0,53.0,4.0,21.0,139.0,64.0,267.0,9.0,675.0,1.0,,66.0,4.0,1.0,193.0,21.0,44.0,,20.0,93.0,594.0
Mediterraneibacter_gnavus,1500.0,1552.0,28438.0,1146.0,329.0,502.0,416.0,409.0,61562.0,2178.0,1544.0,687.0,4961.0,444.0,3846.0,804.0,1410.0,1844.0,1352.0,286.0,130793.0,13187.0,8709.0,597.0,321.0,2525.0,,5335.0,57.0,6328.0,27.0,3816.0,495.0,,2257.0,1862.0,1251.0
Megamonas_funiformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0
Megasphaera_elsdenii,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Megasphaera_massiliensis,,,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,
Methanobrevibacter_smithii,,,1.0,12982.0,,4.0,,,,,,,,,,,,,,,,6.0,6799.0,,20661.0,,,,,,841.0,,,15.0,,930.0,18006.0
Methanobrevibacter_sp._TLL-48-HuF1,,,,173.0,,,,,,,,,,,,,,,,,,,507.0,,146.0,,,,,,6.0,,,,,10235.0,616.0
Methanosphaera_stadtmanae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.0,
Methylomagnum_ishizawai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
Microbacterium_sp._BDGP8,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
Micrococcus_luteus,,,,15.0,,,,18.0,8.0,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,
Micrococcus_sp._KBS0714,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,
Mobiluncus_massiliensis,,,,27.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Mogibacterium_diversum,16.0,35.0,,,,,,25.0,5.0,13.0,3.0,,1.0,2.0,10.0,9.0,6.0,42.0,54.0,11.0,,274.0,120.0,4.0,9.0,749.0,,6.0,,,,,2.0,,,27.0,9.0
Mogibacterium_neglectum,,,,,,,,2.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,2.0,
Mogibacterium_pumilum,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
Monoglobus_pectinilyticus,40.0,10.0,,42.0,214.0,401.0,,1295.0,,1.0,1506.0,441.0,568.0,323.0,2219.0,232.0,16.0,19.0,21.0,2.0,,4.0,1.0,9.0,4.0,2431.0,,5669.0,,,7.0,,3.0,,,11.0,
Mooglevirus_Sf14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,
Morganella_morganii,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3001.0,,
Muribaculum_gordoncarteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Muribaculum_intestinale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,88.0
Mycobacterium_gallinarum,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
Mycobacteroides_abscessus,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Mycobacteroides_chelonae,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_neoaurum,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
Mycolicibacterium_phocaicum,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndongobacter_massiliensis,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Neisseria_bacilliformis,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
