species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Lacrimispora_xylanolytica,,,14.0,,1.0,,4.0,12.0,,3.0,3.0,,,,,1.0,,2.0,1.0,2.0,2.0,3.0,1.0,,,7.0,,4.0,,21.0,,6.0,1.0,,1.0,,3.0
Lacticaseibacillus_casei,,,,,,,,,,,,,,,,,11.0,,10.0,,,11.0,,,,44.0,,10.0,,17.0,,,,,,9.0,
Lacticaseibacillus_chiayiensis,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Lacticaseibacillus_manihotivorans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Lacticaseibacillus_pabuli,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,
Lacticaseibacillus_pantheris,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Lacticaseibacillus_paracasei,83.0,518.0,521.0,20.0,28035.0,74489.0,3976.0,7.0,21.0,65.0,3.0,,13.0,44.0,285.0,112.0,1247.0,7.0,11594.0,53.0,2652.0,3047.0,2653.0,22.0,89.0,5824.0,27.0,46.0,1.0,754.0,,83.0,,,30.0,1124.0,
Lacticaseibacillus_parahuelsenbergensis,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacticaseibacillus_rhamnosus,50.0,1.0,663.0,2.0,14195.0,64883.0,12309.0,34.0,2.0,7.0,1.0,,5.0,8.0,67.0,,414.0,7.0,13463.0,29.0,28433.0,1053.0,12.0,2.0,1.0,32856.0,166.0,2642.0,8.0,846.0,,55.0,1.0,,185.0,2.0,
Lacticaseibacillus_zeae,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,1.0,,
Lactiplantibacillus_argentoratensis,,,326.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,2.0,,,,,608.0,,41.0,,,10.0,,
Lactiplantibacillus_carotarum,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Lactiplantibacillus_paraplantarum,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactiplantibacillus_pentosus,,,5.0,1.0,24.0,15.0,29.0,,1.0,,1.0,,,,,1.0,4.0,3.0,5.0,5.0,,,5.0,5.0,8.0,,,,1.0,2.0,,2.0,,,1.0,39.0,
Lactiplantibacillus_plantarum,5.0,113.0,1330.0,24.0,1555.0,1485.0,1392.0,,14.0,6.0,27.0,20.0,46.0,1.0,63.0,137.0,28.0,17.0,90.0,269.0,657.0,21.0,9.0,11.0,102.0,79.0,376.0,13.0,8.0,1232.0,,107.0,5.0,,54.0,342.0,
Lactobacillus_acetotolerans,,,,,,,,,,,,,,,,,,,,1.0,45.0,,,,,,,,,,,,,,,,
Lactobacillus_acidophilus,,,,,,,,,,,,,52.0,,,,,,,,113.0,,,,3.0,1.0,,,,,,,,,,,
Lactobacillus_amylolyticus,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Lactobacillus_amylovorus,,,,16.0,,,2.0,,2.0,,,,,,,,,,9.0,,1812.0,12.0,,,21.0,4.0,,,,,,,,2.0,,2.0,
Lactobacillus_crispatus,,4.0,269.0,,,,,23.0,7.0,,,,,,,,6.0,99.0,22.0,,35.0,,,,615.0,2054.0,1.0,,,506.0,,43.0,,,8.0,12.0,
Lactobacillus_delbrueckii,,16.0,4.0,,1.0,2.0,4.0,,5.0,,3.0,,,,,29.0,128.0,3.0,,,23527.0,,,,,15.0,,,,241.0,,638.0,,,2.0,1.0,
Lactobacillus_gasseri,,,4212.0,2.0,,,,25.0,,,21.0,,,8.0,,,,,,,370.0,,,,369.0,12444.0,33.0,,1.0,22228.0,,1391.0,,,557.0,,
Lactobacillus_helveticus,,,,,1.0,3.0,,1.0,66.0,,,,,,,,8.0,,20.0,,610.0,,1.0,,6.0,50.0,,,,9.0,,1.0,,,38.0,1.0,5.0
Lactobacillus_iners,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,92.0,123.0,,,,,,4.0,,,,2.0,2.0
Lactobacillus_intestinalis,,,,,,,1.0,,,,,,,,,,,,,,201.0,,,,,1.0,,,,,,,,,,,
Lactobacillus_isalae,,,,,,,,1.0,,,,,,,,,,,,,951.0,,,,,2.0,,,,4.0,,,,,,,
Lactobacillus_jensenii,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
Lactobacillus_johnsonii,,,59.0,1.0,328.0,315.0,207.0,3.0,,8.0,,,7.0,,19.0,6.0,2.0,28.0,7.0,3.0,363393.0,20.0,4.0,2.0,,43.0,,,,116.0,,11.0,5.0,,,,1.0
Lactobacillus_kefiranofaciens,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactobacillus_paragasseri,,,453.0,,,,,17.0,,,,,,,,,,,,,141.0,,,,137.0,169.0,3.0,34.0,,1961.0,,142.0,,,185.0,,
Lactobacillus_phage_LL-H,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Lactobacillus_phage_phiPYB5,,,3.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,
Lactobacillus_prophage_Lj771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,
Lactobacillus_sp._3B(2020),,,62.0,,,,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,163.0,,2.0,,,1.0,,
Lactobacillus_sp._CBA3605,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Lactobacillus_sp._ESL0677,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Lactobacillus_sp._ESL0680,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Lactobacillus_sp._JCM_1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,
Lactobacillus_sp._JM1,,,140.0,,,,,,,,,,,,,,,,,,,,,,,514.0,,,,304.0,,83.0,,,136.0,,
Lactobacillus_sp._PV034,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0,,,,,,,,,,,,
Lactobacillus_taiwanensis,,,,,,,,,,,,,,,,,,,,,690.0,,,,,1.0,,,,,,,,,,,
Lactobacillus_ultunensis,,,4.0,,,,,10.0,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,2.0,,,,11.0,
Lactococcus_carnosus,,,,,,,,,,,9.0,3.0,28.0,1.0,2.0,89.0,3.0,4.0,,,,224.0,,,,,,1.0,,,,,,,1.0,2.0,
Lactococcus_cremoris,359.0,737.0,1103.0,86.0,1.0,1.0,27.0,17.0,140.0,777.0,463.0,294.0,808.0,135.0,1046.0,514.0,1448.0,2120.0,621.0,178.0,264.0,85.0,402.0,187.0,117.0,330.0,93.0,29.0,329.0,33.0,1.0,4.0,160.0,,7549.0,311.0,213.0
Lactococcus_formosensis,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0,,
Lactococcus_garvieae,,,38.0,1.0,1.0,,2.0,,,,,2.0,,,,1.0,,,,,89.0,,2.0,2.0,,1.0,13.0,,12.0,,,,,,71.0,,
Lactococcus_lactis,164.0,1716.0,44674.0,322.0,295.0,276.0,3519.0,,484.0,4.0,2695.0,1192.0,678.0,53.0,429.0,2053.0,437.0,2172.0,384.0,70.0,23448.0,616.0,1194.0,252.0,174.0,657.0,319.0,16.0,10063.0,1034.0,8.0,3.0,320.0,6.0,62387.0,303.0,7.0
Lactococcus_paracarnosus,,1.0,,,,,,,,,6.0,3.0,1.0,2.0,23.0,44.0,17.0,2.0,,,,32.0,,,1.0,,,,,,,,,,,,
Lactococcus_petauri,,4.0,325.0,19.0,,,21.0,20.0,90.0,42.0,43.0,15.0,,4.0,64.0,12.0,8.0,48.0,5.0,,12.0,12.0,32.0,5.0,35.0,122.0,2.0,6.0,51.0,30.0,,2.0,14.0,,120.0,37.0,4.0
Lactococcus_phage_4268,,7.0,8.0,8.0,,2.0,,,,,4.0,3.0,1.0,,,15.0,,5.0,,,,,,,2.0,,,,3.0,,,,,,,,
Lactococcus_phage_63301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
Lactococcus_phage_98201,,,,,,,8.0,,,,10.0,16.0,,,12.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,
Lactococcus_phage_M6165,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus_phage_TP901-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Lactococcus_phage_Tuc2009,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,
Lactococcus_phage_r1t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Lactococcus_phage_ul36,,,,,,,3.0,,2.0,,5.0,,,,,,,,,,21.0,,,,,,,,,,,,,,,,
Lactococcus_piscium,,,,,,,,,,,14.0,,10.0,,2.0,17.0,2.0,2.0,,,,444.0,,,,,,1.0,,1.0,,1.0,,,5.0,1.0,
Lactococcus_raffinolactis,,,5.0,,3.0,,2.0,,,,7.0,1.0,3.0,2.0,2.0,3.0,,71.0,,,59.0,55.0,,1.0,,60.0,9.0,3.0,,1.0,,,,,15.0,,2.0
Lactococcus_sp.,44.0,344.0,5306.0,98.0,7.0,21.0,219.0,,26.0,162.0,284.0,107.0,96.0,9.0,93.0,437.0,78.0,1093.0,182.0,87.0,3234.0,20.0,374.0,46.0,299.0,54.0,2032.0,10.0,1470.0,138.0,,11.0,37.0,,7483.0,70.0,173.0
Lactococcus_sp._LG606,,,4.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,,
Lactococcus_sp._NH2-7C,2.0,20.0,28.0,6.0,,,,,2.0,,19.0,6.0,7.0,1.0,4.0,36.0,,16.0,,,38.0,,2.0,2.0,,,,,6.0,,,,1.0,,143.0,,
Lactococcus_sp._bn62,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,157.0,,
Lactococcus_taiwanensis,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,91.0,,,,,,,,2.0,,,,,,7.0,1.0,
Lacunisphaera_limnophila,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lancefieldella_parvula,20.0,28.0,120.0,3.0,,13.0,3.0,39.0,1.0,29.0,7.0,1.0,10.0,5.0,23.0,47.0,13.0,21.0,36.0,6.0,342.0,42.0,5.0,2.0,60.0,183.0,,2.0,2.0,106.0,,32.0,2.0,,42.0,189.0,3.0
Lancefieldella_sp._Marseille-Q7238,,,1.0,,,,,1.0,,,,,2.0,,,1.0,,,,2.0,3.0,,,,,10.0,,,,,,,,,1.0,12.0,2.0
Lapidilactobacillus_dextrinicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,678.0,,,,,
Laribacter_hongkongensis,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
Larkinella_insperata,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
Latilactobacillus_curvatus,8.0,429.0,,,43.0,9.0,22.0,,,605.0,15.0,6.0,2.0,1.0,19.0,675.0,78.0,,4.0,,8.0,1.0,26.0,1.0,3.0,4.0,152.0,,,5.0,,,414.0,,9.0,19.0,
Latilactobacillus_fuchuensis,4.0,,,1.0,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,
Latilactobacillus_sakei,,26.0,,,4.0,2.0,4.0,,7.0,25.0,25.0,7.0,,,,732.0,2.0,4.0,,2.0,,2.0,1.0,157.0,,,3.0,7.0,,,,,38.0,,,4.0,
Lautropia_mirabilis,,,,,,,,10.0,,,,,,,,,,,3.0,9.0,,,11.0,,17.0,,,,1.0,,,1.0,,,,,
Lawsonella_clevelandensis,2.0,,,2.0,1.0,4.0,118.0,1.0,6.0,2.0,,,,,,,,,1.0,2.0,,,,1.0,2.0,136.0,,,,,,9.0,,,1.0,,
Lawsonia_intracellularis,1.0,4.0,,3.0,,,,7.0,,,2.0,2.0,3.0,1.0,,,4.0,,,,,,4.0,,,,,3.0,,,,,1.0,,3.0,,
Lawsonibacter_asaccharolyticus,7047.0,8739.0,37.0,11237.0,10.0,47.0,54.0,4060.0,477.0,10499.0,5847.0,4051.0,9854.0,1633.0,2069.0,2544.0,7802.0,445.0,243.0,2020.0,2140.0,9057.0,3617.0,4650.0,8077.0,128.0,4.0,327.0,1.0,54.0,989.0,23.0,2299.0,121.0,19.0,7484.0,3954.0
Leadbettera_azotonutricia,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leclercia_adecarboxylata,,,1.0,1.0,,,,,1.0,,,,,3.0,,,,,,5.0,186.0,,,,,1.0,199.0,,165.0,,,,,,,,
Leclercia_pneumoniae,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,160.0,,2.0,1.0,,,,,,,
Leclercia_sp._119287,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,
Leclercia_sp._J807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Leclercia_sp._LSNIH1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leclercia_sp._W17,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Lederbergia_lenta,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Legionella_fallonii,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
Legionella_pneumophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,
Leifsonia_shinshuensis,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisingera_aquaemixtae,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lelliottia_amnigena,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,16.0,,,6.0,,,,,
Lelliottia_sp._AC1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
Lelliottia_sp._JS-SCA-14,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,
Lelliottia_sp._WB101,,,,,,,,,,,,,,,,,,20.0,,,,,,,2.0,,,,,,,,,,,,
Lentavirus_PMBT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
Lentibacillus_amyloliquefaciens,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Lentilactobacillus_buchneri,,,4.0,,7.0,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,10.0,,,,,,,
Lentilactobacillus_hilgardii,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentilactobacillus_kefiri,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,
Lentilactobacillus_laojiaonis,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Lentilactobacillus_parabuchneri,,,,,270.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,45.0,,,,,,,,,,
Leptogranulimonas_caecicola,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,1.0,
Leptospira_biflexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Leptospira_sp._GIMC2001,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Leptothrix_cholodnii,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
Leptotrichia_buccalis,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,11.0,,,1.0,,
Leptotrichia_sp._oral_taxon_212,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
Leptotrichia_sp._oral_taxon_218,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Leptotrichia_sp._oral_taxon_221,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Leptotrichia_trevisanii,,,6.0,,,,,,,,,,,,,,,2.0,4.0,,,,,,,1.0,,,,,,6.0,,,,,
Leptotrichia_wadei,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,
Leucobacter_allii,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucobacter_muris,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucobacter_sp._CX169,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Leuconostoc_carnosum,,2.0,1.0,2.0,9.0,17.0,11.0,,,,,2.0,,,2.0,1.0,8.0,3.0,1.0,,,76.0,1.0,,2.0,,24.0,,,1.0,,,9.0,,,,
Leuconostoc_citreum,,37.0,,,2467.0,2306.0,1373.0,,,3.0,,,,,6.0,15.0,13.0,20.0,1.0,,1.0,,30.0,,6.0,3.0,31.0,,,,,,45.0,,2.0,,
Leuconostoc_falkenbergense,,,,,,1.0,,,,,,,,,,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,,
Leuconostoc_garlicum,,,,,1.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,2.0,,
Leuconostoc_gasicomitatum,4.0,110.0,5.0,1.0,2.0,4.0,8.0,,1.0,,10.0,1.0,,,6.0,101.0,17.0,9.0,1.0,20.0,,219.0,4.0,,,,36.0,1.0,,,,,19.0,,,2.0,
Leuconostoc_gelidum,3.0,4.0,7.0,10.0,,4.0,2.0,,15.0,,8.0,3.0,2.0,,5.0,77.0,9.0,7.0,1.0,7.0,,9.0,11.0,2.0,,,296.0,4.0,,,,,3.0,,,14.0,
Leuconostoc_kimchii,,,,,21.0,4.0,6.0,,,,,,,,,8.0,,,,,,,,,,,17.0,,,,,,9.0,,,,
Leuconostoc_lactis,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
Leuconostoc_mesenteroides,5.0,211.0,,6.0,1303.0,1237.0,623.0,,,414.0,2.0,,3.0,10.0,92.0,348.0,443.0,35.0,148.0,31.0,3.0,517.0,21.0,,1.0,15.0,1992.0,1.0,,2.0,,,163.0,,28.0,2.0,1.0
Leuconostoc_pseudomesenteroides,,2.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,430.0,,,12.0,3.0,,,,,,3.0,,,,
Leuconostoc_sp._C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,
Leuconostoc_sp._LN180020,,8.0,,,3513.0,3397.0,2193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leuconostoc_sp._MTCC_10508,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,92.0,,,,,,,,,,
Leuconostoc_suionicum,,12.0,,,,,,,,21.0,,,,,,11.0,,,,,,,14.0,,,,38.0,,,,,,,,,,
Levilactobacillus_brevis,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,,4.0,1.0,4.0,,2.0,2.0,3.0,7.0,3.0,1.0,,6.0,7.0,,24.0,1.0,4.0,10.0,,4.0,,,,,23.0,,
Levilactobacillus_cerevisiae,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Levilactobacillus_zymae,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Lewinella_sp._LCG006,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Ligilactobacillus_acidipiscis,,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,
Ligilactobacillus_agilis,,,5.0,2.0,2.0,,,,4.0,,,,1.0,,1.0,,2.0,2.0,,,2.0,1.0,,,1.0,,,,,2.0,,,,,,3.0,1.0
Ligilactobacillus_animalis,,,,,45.0,8.0,,,,,,,,,16.0,,,,,,35.0,,,,4.0,,,4.0,,,,,,,1.0,,
Ligilactobacillus_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Ligilactobacillus_murinus,1.0,,36.0,196.0,1.0,5.0,6.0,6.0,16.0,,,1.0,2.0,,,2.0,1.0,3.0,1.0,3.0,,64.0,193.0,50.0,3.0,227.0,40.0,24.0,,51.0,12.0,38.0,2.0,4.0,1.0,3.0,700.0
Ligilactobacillus_ruminis,94.0,70.0,235.0,12310.0,7.0,5.0,4.0,85.0,399.0,218.0,42.0,28.0,56.0,47.0,185.0,85.0,109.0,1231.0,363.0,74.0,85.0,4.0,242.0,39.0,204.0,57.0,10.0,41.0,2.0,300.0,166.0,141.0,45.0,54.0,163.0,94.0,120.0
Ligilactobacillus_saerimneri,,,7.0,,,,,,1.0,,,,,,,,,,,,33.0,,,,1.0,,,,,10.0,,,,,,,
Ligilactobacillus_salivarius,,4.0,14881.0,9.0,4.0,2.0,6.0,2.0,3.0,7.0,7.0,3.0,8.0,,25.0,5.0,7.0,75.0,3.0,2.0,87.0,3.0,3.0,3.0,685.0,8.0,3.0,17.0,14.0,31350.0,,2369.0,1.0,,851.0,,1.0
Lignipirellula_cremea,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,
Limihaloglobus_sulfuriphilus,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Limosilactobacillus_allomucosae,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,
Limosilactobacillus_fermentum,48.0,28.0,26548.0,,117.0,18.0,9.0,2.0,2.0,1.0,7.0,2.0,7.0,70.0,91.0,26.0,7.0,1076.0,184.0,359.0,70470.0,5.0,2.0,4.0,2482.0,33.0,73.0,1.0,13.0,13061.0,,696.0,1.0,,540.0,,
Limosilactobacillus_frumenti,,,,,,,,,,,,,,,,,,1.0,,,98.0,,,,,,,2.0,,2.0,,,,,,,
Limosilactobacillus_gastricus,,,268.0,,,,,,,,,,,,,,,,,,,,,,1.0,471.0,,,,470.0,,29.0,,,7.0,,
Limosilactobacillus_mucosae,,,4.0,,,,,,,,,,,,,1.0,,,,,5152.0,,,,1.0,,,,,30.0,,1.0,,,1.0,,
Limosilactobacillus_oris,,,1135.0,,,,,32.0,,,,,,,,,,,,,1.0,,,,130.0,4.0,,,17.0,2688.0,,257.0,,,261.0,4.0,
Limosilactobacillus_panis,,,,,,,,,,,,,3.0,,,,,41.0,6.0,2.0,,,,,,,,,,3.0,,1.0,,,2.0,,
Limosilactobacillus_pontis,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Limosilactobacillus_portuensis,,,2734.0,,,,1.0,6.0,,,,,,,,,,,,,37.0,,,,108.0,,,,17.0,3498.0,,935.0,,,1301.0,2.0,
Limosilactobacillus_reuteri,,,71.0,2.0,9.0,7.0,2.0,,,,,,,,,,,,,,282.0,,,,6.0,5.0,3.0,,,117.0,1.0,35.0,,,20.0,,
Limosilactobacillus_vaginalis,,,294.0,,,1.0,,8.0,,,,,,,,,,,,,1581.0,,,,18.0,,2.0,,,483.0,,102.0,,,126.0,,
Liquorilactobacillus_mali,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquorilactobacillus_nagelii,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,
Liquorilactobacillus_satsumensis,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,8.0,,,,,,,,,
Listeria_grayi,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listeria_innocua,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
Listeria_monocytogenes,,,,,24.0,37.0,23.0,,1.0,83.0,6.0,,,,7.0,,,,,,2.0,1.0,,,,69.0,20.0,,,12.0,,,,,,2.0,
Listeria_seeligeri,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,
Listeria_weihenstephanensis,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
Listeria_welshimeri,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,
Litorilituus_sediminis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Loigolactobacillus_backii,,,1.0,,,,6.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Loigolactobacillus_bifermentans,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loigolactobacillus_coryniformis,,1.0,1.0,,,,,,,,,,,,,5.0,,,,,,,2.0,,,,,,,1.0,,,2.0,,,,
Longicatena_caecimuris,237.0,202.0,742.0,10767.0,551.0,1282.0,1036.0,4606.0,291.0,201.0,231.0,159.0,378.0,59.0,325.0,300.0,359.0,1248.0,282.0,149.0,91.0,111823.0,155.0,62.0,307.0,8773.0,3883.0,127.0,57.0,562.0,429.0,381.0,106.0,33.0,333.0,1298.0,133.0
Lonsdalea_britannica,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Lughvirus_lugh,28.0,15.0,,,,,,,,,38.0,28.0,9.0,10.0,3.0,,5.0,2.0,4.0,8.0,,3.0,58.0,,179.0,,3.0,,,,,,2.0,,,53.0,24.0
Luteibacter_anthropi,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Luteibacter_pinisoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Luteimonas_sp._MC1572,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luteimonas_sp._MC1750,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luteitalea_pratensis,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Luteitalea_sp._TBR-22,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Luteolibacter_luteus,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Lysinibacillus_pakistanensis,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysinibacillus_sp._2017,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,
